"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000002.12,1551930,1554555,LOC102723730,plus,102723730,uncharacterized LOC102723730
NC_000002.12,1590886,1593332,LOC124907722,plus,124907722,uncharacterized LOC124907722
NC_000002.12,1631887,1744901,PXDN,minus,7837,peroxidasin
NC_000002.12,1634031,1636214,LOC124907723,plus,124907723,uncharacterized LOC124907723
NC_000002.12,1750727,1753954,LOC124907724,plus,124907724,uncharacterized LOC124907724
NC_000002.12,1789113,2331275,MYT1L,minus,23040,myelin transcription factor 1 like
NC_000002.12,1823545,1834145,LOC124905967,plus,124905967,uncharacterized LOC124905967
NC_000002.12,1842983,1851664,LOC107985838,plus,107985838,uncharacterized LOC107985838
NC_000002.12,2319232,2327108,MYT1L-AS1,plus,730811,MYT1L antisense RNA 1
NC_000002.12,2484391,2507409,LOC105373389,plus,105373389,uncharacterized LOC105373389
NC_000002.12,2654934,2664150,LOC107985839,minus,107985839,uncharacterized LOC107985839
NC_000002.12,2707341,2840871,LOC105373390,minus,105373390,uncharacterized LOC105373390
NC_000002.12,2870558,2872720,LOC124905968,minus,124905968,uncharacterized LOC124905968
NC_000002.12,2895048,3126026,LINC01250,minus,101927554,long intergenic non-protein coding RNA 1250
NC_000002.12,3075672,3075772,LOC124906153,minus,124906153,small nucleolar RNA U13
NC_000002.12,3130037,3187368,LOC107985840,minus,107985840,uncharacterized LOC107985840
NC_000002.12,3188970,3377818,EIPR1,minus,7260,EARP complex and GARP complex interacting protein 1
NC_000002.12,3379694,3479565,TRAPPC12,plus,51112,trafficking protein particle complex subunit 12
NC_000002.12,3478593,3483253,TRAPPC12-AS1,minus,100861515,TRAPPC12 antisense RNA 1
NC_000002.12,3481678,3485094,LOC112268321,plus,112268321,uncharacterized LOC112268321
NC_000002.12,3497366,3519531,ADI1,minus,55256,acireductone dioxygenase 1
NC_000002.12,3519546,3524094,LOC124907725,plus,124907725,uncharacterized LOC124907725
NC_000002.12,3531813,3558333,RNASEH1,minus,246243,ribonuclease H1
NC_000002.12,3558386,3561750,RNASEH1-DT,plus,100506054,RNASEH1 divergent transcript
NC_000002.12,3568482,3575109,LOC124907726,minus,124907726,uncharacterized LOC124907726
NC_000002.12,3575260,3580920,RPS7,plus,6201,ribosomal protein S7
NC_000002.12,3595112,3644644,COLEC11,plus,78989,collectin subfamily member 11
NC_000002.12,3617153,3617757,TMSB4XP2,minus,7116,TMSB4X pseudogene 2
NC_000002.12,3645819,3702671,ALLC,plus,55821,allantoicase
NC_000002.12,3687784,3689059,GAPDHP48,minus,100240713,glyceraldehyde 3 phosphate dehydrogenase pseudogene 48
NC_000002.12,3702560,3703500,LOC105373393,minus,105373393,uncharacterized LOC105373393
NC_000002.12,3703575,3848008,DCDC2C,plus,728597,doublecortin domain containing 2C
NC_000002.12,3957655,3974032,LINC01304,minus,100505964,long intergenic non-protein coding RNA 1304
NC_000002.12,3974161,3975280,LOC105373394,plus,105373394,uncharacterized LOC105373394
NC_000002.12,4020896,4025307,LOC105373395,plus,105373395,uncharacterized LOC105373395
NC_000002.12,4096389,4114721,LOC105373397,plus,105373397,uncharacterized LOC105373397
NC_000002.12,4135997,4140725,LOC107985841,minus,107985841,uncharacterized LOC107985841
NC_000002.12,4514119,4515152,NPM1P48,minus,442006,nucleophosmin 1 pseudogene 48
NC_000002.12,4628218,4656222,LINC01249,minus,727982,long intergenic non-protein coding RNA 1249
NC_000002.12,4827001,4827155,LOC124900523,minus,124900523,uncharacterized LOC124900523
NC_000002.12,4945277,4945383,RNU6-649P,plus,106479854,"RNA, U6 small nuclear 649, pseudogene"
NC_000002.12,5273738,5292090,LOC105373398,plus,105373398,uncharacterized LOC105373398
NC_000002.12,5401259,5409084,LOC105373399,minus,105373399,uncharacterized LOC105373399
NC_000002.12,5540100,5550199,LOC107985842,plus,107985842,uncharacterized LOC107985842
NC_000002.12,5549780,5556160,LOC124905950,minus,124905950,uncharacterized LOC124905950
NC_000002.12,5601737,5605166,LOC107985843,minus,107985843,uncharacterized LOC107985843
NC_000002.12,5634141,5691118,LINC01248,minus,102723818,long intergenic non-protein coding RNA 1248
NC_000002.12,5687628,5690963,LOC124908052,minus,124908052,uncharacterized LOC124908052
NC_000002.12,5692384,5701385,SOX11,plus,6664,SRY-box transcription factor 11
NC_000002.12,5726469,5730354,LOC112268411,plus,112268411,uncharacterized LOC112268411
NC_000002.12,5810636,5812596,LINC01810,minus,105373400,long intergenic non-protein coding RNA 1810
NC_000002.12,5932687,5980218,SILC1,plus,150622,sciatic injury induced lincRNA upregulator of SOX11
NC_000002.12,5974662,5974732,MIR7158,plus,102465693,microRNA 7158
NC_000002.12,5981978,5988232,LOC400940,plus,400940,uncharacterized LOC400940
NC_000002.12,6300375,6313236,LOC105373401,minus,105373401,uncharacterized LOC105373401
NC_000002.12,6366010,6375422,LINC01247,minus,101929390,long intergenic non-protein coding RNA 1247
NC_000002.12,6398177,6421122,LOC105373402,minus,105373402,uncharacterized LOC105373402
NC_000002.12,6495680,6496813,PIK3CDP1,minus,391349,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta pseudogene 1"
NC_000002.12,6495798,6503912,LINC01824,plus,107985844,long intergenic non-protein coding RNA 1824
NC_000002.12,6505416,6523584,LOC107985845,plus,107985845,uncharacterized LOC107985845
NC_000002.12,6626109,6634706,LINC01246,minus,102800315,long intergenic non-protein coding RNA 1246
NC_000002.12,6649107,6650519,MIR7515HG,minus,102800314,MIR7515 host gene
NC_000002.12,6650373,6650439,MIR7515,plus,102466235,microRNA 7515
NC_000002.12,6729168,6770311,LINC00487,minus,400941,long intergenic non-protein coding RNA 487
NC_000002.12,6772823,6796934,LOC105373404,minus,105373404,uncharacterized LOC105373404
NC_000002.12,6828554,6840464,NRIR,minus,104326052,negative regulator of interferon response
NC_000002.12,6840553,6866635,CMPK2,minus,129607,cytidine/uridine monophosphate kinase 2
NC_000002.12,6865885,6898239,RSAD2,plus,91543,radical S-adenosyl methionine domain containing 2
NC_000002.12,6912276,6918682,GRASLND,minus,386597,glycosaminoglycan regulatory associated long non-coding RNA
NC_000002.12,6917412,7076367,RNF144A,plus,9781,ring finger protein 144A
NC_000002.12,7062727,7077880,LOC101929452,minus,101929452,uncharacterized LOC101929452
NC_000002.12,7123395,7158518,LOC124908053,plus,124908053,uncharacterized LOC124908053
NC_000002.12,7141259,7141525,RN7SKP112,minus,106479145,RN7SK pseudogene 112
NC_000002.12,7314473,7329688,LOC107985846,minus,107985846,uncharacterized LOC107985846
NC_000002.12,7324748,7325050,LOC124905951,minus,124905951,cyclin-dependent kinase 2-associated protein 1-like
NC_000002.12,7368029,7378654,LOC107985847,plus,107985847,uncharacterized LOC107985847
NC_000002.12,7380178,7387522,LOC105373406,plus,105373406,uncharacterized LOC105373406
NC_000002.12,7421261,7450254,LOC100506274,plus,100506274,uncharacterized LOC100506274
NC_000002.12,7476748,7478651,LOC105373407,plus,105373407,uncharacterized LOC105373407
NC_000002.12,7576841,7576948,RNU6ATAC37P,plus,106479558,"RNA, U6atac small nuclear 37, pseudogene"
NC_000002.12,7661832,7674456,LOC101929510,plus,101929510,uncharacterized LOC101929510
NC_000002.12,7671671,7672285,LOC107985848,minus,107985848,uncharacterized LOC107985848
NC_000002.12,7725779,7730721,LINC01871,plus,101929531,long intergenic non-protein coding RNA 1871
NC_000002.12,7736439,7737095,LOC100130731,minus,100130731,proteasome 20S subunit beta 1 pseudogene
NC_000002.12,7797098,7863440,LOC105373408,minus,105373408,uncharacterized LOC105373408
NC_000002.12,7867382,7869314,LOC101929861,minus,101929861,uncharacterized LOC101929861
NC_000002.12,7879462,7892268,LOC105373409,plus,105373409,uncharacterized LOC105373409
NC_000002.12,7886767,7899655,LOC101929551,minus,101929551,uncharacterized LOC101929551
NC_000002.12,7922425,7976814,LINC00298,minus,339788,long intergenic non-protein coding RNA 298
NC_000002.12,7963617,7965593,LOC124907727,minus,124907727,uncharacterized LOC124907727
NC_000002.12,8007771,8328419,LINC00299,minus,339789,long intergenic non-protein coding RNA 299
NC_000002.12,8559833,8583792,LINC01814,minus,101929567,long intergenic non-protein coding RNA 1814
NC_000002.12,8598869,8656425,LOC105373411,minus,105373411,uncharacterized LOC105373411
NC_000002.12,8603057,8603504,SNRPEP5,plus,100874413,SNRPE pseudogene 5
NC_000002.12,8670984,8681863,ID2-AS1,minus,100506299,ID2 antisense RNA 1
NC_000002.12,8682056,8684461,ID2,plus,3398,inhibitor of DNA binding 2
NC_000002.12,8721081,8837613,KIDINS220,minus,57498,kinase D interacting substrate 220
NC_000002.12,8756908,8757866,LOC100216337,minus,100216337,ADP ribosylation factor like GTPase 1 pseudogene
NC_000002.12,8852690,9003684,MBOAT2,minus,129642,membrane bound O-acyltransferase domain containing 2
NC_000002.12,8978895,8978999,LOC124906167,plus,124906167,small nucleolar RNA U13
NC_000002.12,9004076,9008863,LOC124907728,plus,124907728,uncharacterized LOC124907728
NC_000002.12,9018063,9019004,HMGB1P25,minus,644651,high mobility group box 1 pseudogene 25
NC_000002.12,9026108,9046220,LOC124907729,plus,124907729,uncharacterized LOC124907729
NC_000002.12,9081393,9081795,RPL30P3,minus,100270977,ribosomal protein L30 pseudogene 3
NC_000002.12,9102584,9109859,LOC105373414,plus,105373414,uncharacterized LOC105373414
NC_000002.12,9110414,9117675,LOC105373416,plus,105373416,uncharacterized LOC105373416
NC_000002.12,9115766,9127143,LOC105373415,minus,105373415,uncharacterized LOC105373415
NC_000002.12,9135020,9145910,LOC105373417,minus,105373417,uncharacterized LOC105373417
NC_000002.12,9206812,9405678,ASAP2,plus,8853,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
NC_000002.12,9271111,9271758,EIF1P7,minus,106481691,eukaryotic translation initiation factor 1 pseudogene 7
NC_000002.12,9384620,9388188,LOC124907730,minus,124907730,uncharacterized LOC124907730
NC_000002.12,9403475,9423569,ITGB1BP1,minus,9270,integrin subunit beta 1 binding protein 1
NC_000002.12,9423654,9473101,CPSF3,plus,51692,cleavage and polyadenylation specific factor 3
NC_000002.12,9473812,9512408,IAH1,plus,285148,isoamyl acetate hydrolyzing esterase 1 (putative)
NC_000002.12,9488486,9555830,ADAM17,minus,6868,ADAM metallopeptidase domain 17
NC_000002.12,9532242,9532345,LOC124906162,minus,124906162,small nucleolar RNA U13
NC_000002.12,9565082,9578394,LOC101929643,plus,101929643,uncharacterized LOC101929643
NC_000002.12,9583967,9630997,YWHAQ,minus,10971,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
NC_000002.12,9638745,9713299,LOC105373418,plus,105373418,uncharacterized LOC105373418
NC_000002.12,9660477,9661283,LOC105373419,plus,105373419,uncharacterized LOC105373419
NC_000002.12,9740643,9740783,RNU4-73P,minus,106481195,"RNA, U4 small nuclear 73, pseudogene"
NC_000002.12,9752832,9754853,LOC124905969,plus,124905969,uncharacterized LOC124905969
NC_000002.12,9758590,9779992,LOC100996549,minus,100996549,uncharacterized LOC100996549
NC_000002.12,9805310,9814717,LOC105373421,minus,105373421,uncharacterized LOC105373421
NC_000002.12,9843442,9934416,TAF1B,plus,9014,"TATA-box binding protein associated factor, RNA polymerase I subunit B"
NC_000002.12,9939438,9950853,LOC105373422,minus,105373422,uncharacterized LOC105373422
NC_000002.12,9951693,10002277,GRHL1,plus,29841,grainyhead like transcription factor 1
NC_000002.12,9992975,10003500,LOC124905970,minus,124905970,uncharacterized LOC124905970
NC_000002.12,10029312,10038604,LOC112268412,plus,112268412,uncharacterized LOC112268412
NC_000002.12,10041553,10043401,KLF11-DT,minus,101929882,KLF11 divergent transcript
NC_000002.12,10043550,10054836,KLF11,plus,8462,KLF transcription factor 11
NC_000002.12,10056473,10080411,CYS1,minus,192668,cystin 1
NC_000002.12,10090205,10090319,LOC124900536,minus,124900536,uncharacterized LOC124900536
NC_000002.12,10122568,10211010,RRM2,plus,6241,ribonucleotide reductase regulatory subunit M2
NC_000002.12,10155072,10155206,LOC124906144,minus,124906144,small nucleolar RNA SNORA2/SNORA34 family
NC_000002.12,10192614,10192671,MIR4261,minus,100422929,microRNA 4261
NC_000002.12,10198674,10201473,LOC105373424,minus,105373424,uncharacterized LOC105373424
NC_000002.12,10272401,10273669,LOC124907731,plus,124907731,uncharacterized LOC124907731
NC_000002.12,10280628,10280891,RN7SL66P,plus,106480485,"RNA, 7SL, cytoplasmic 66, pseudogene"
NC_000002.12,10287711,10302717,LOC101929691,minus,101929691,uncharacterized LOC101929691
NC_000002.12,10296047,10296180,LOC124900530,minus,124900530,small nucleolar RNA SNORA51
NC_000002.12,10302904,10427604,HPCAL1,plus,3241,hippocalcin like 1
NC_000002.12,10407458,10418465,LOC124905972,minus,124905972,uncharacterized LOC124905972
NC_000002.12,10431586,10432813,LOC124907732,minus,124907732,uncharacterized LOC124907732
NC_000002.12,10439968,10448327,ODC1,minus,4953,ornithine decarboxylase 1
NC_000002.12,10446714,10446849,SNORA80B,minus,100302743,"small nucleolar RNA, H/ACA box 80B"
NC_000002.12,10449728,10455552,ODC1-DT,plus,101929715,ODC1 divergent transcript
NC_000002.12,10533597,10546965,LOC105373426,minus,105373426,uncharacterized LOC105373426
NC_000002.12,10570754,10689975,NOL10,minus,79954,nucleolar protein 10
NC_000002.12,10690010,10692096,RN7SL832P,plus,106479524,"RNA, 7SL, cytoplasmic 832, pseudogene"
NC_000002.12,10720943,10785110,ATP6V1C2,plus,245973,ATPase H+ transporting V1 subunit C2
NC_000002.12,10744186,10744249,RNU7-138P,plus,106481801,"RNA, U7 small nuclear 138 pseudogene"
NC_000002.12,10767870,10773403,LOC105373428,minus,105373428,uncharacterized LOC105373428
NC_000002.12,10783391,10837712,PDIA6,minus,10130,protein disulfide isomerase family A member 6
NC_000002.12,10815485,10815546,RNU7-176P,minus,106481803,"RNA, U7 small nuclear 176 pseudogene"
NC_000002.12,10847397,10852430,LOC124905973,minus,124905973,uncharacterized LOC124905973
NC_000002.12,10878267,10885118,LINC01954,plus,101929733,long intergenic non-protein coding RNA 1954
NC_000002.12,10911934,10914225,KCNF1,plus,3754,potassium voltage-gated channel modifier subfamily F member 1
NC_000002.12,11099851,11132176,FLJ33534,minus,285150,Putative uncharacterized protein FLJ33534
NC_000002.12,11102123,11103032,RPL6P4,plus,645054,ribosomal protein L6 pseudogene 4
NC_000002.12,11133128,11154576,CIMIP5,plus,130813,ciliary microtubule inner protein 5
NC_000002.12,11155467,11178856,SLC66A3,plus,130814,solute carrier family 66 member 3
NC_000002.12,11179759,11345437,ROCK2,minus,9475,Rho associated coiled-coil containing protein kinase 2
NC_000002.12,11233988,11234094,RNU6-1081P,plus,106480636,"RNA, U6 small nuclear 1081, pseudogene"
NC_000002.12,11307866,11309138,AIDAP1,plus,646050,AIDA pseudogene 1
NC_000002.12,11345512,11349288,LOC124907733,plus,124907733,uncharacterized LOC124907733
NC_000002.12,11351627,11371795,PPIAP60,plus,107985791,peptidylprolyl isomerase A pseudogene 60
NC_000002.12,11385001,11386310,LOC124907734,plus,124907734,uncharacterized LOC124907734
NC_000002.12,11393981,11403077,LINC00570,plus,100874055,long intergenic non-protein coding RNA 570
NC_000002.12,11407297,11422037,LOC105373429,plus,105373429,uncharacterized LOC105373429
NC_000002.12,11444375,11466161,E2F6,minus,1876,E2F transcription factor 6
NC_000002.12,11482888,11642788,GREB1,plus,9687,growth regulating estrogen receptor binding 1
NC_000002.12,11517397,11517503,RNA5SP84,plus,100873317,"RNA, 5S ribosomal pseudogene 84"
NC_000002.12,11540605,11540677,MIR4429,minus,100616469,microRNA 4429
NC_000002.12,11551701,11551772,TRG-CCC7-1,plus,100189458,tRNA-Gly (CCC) 7-1
NC_000002.12,11561194,11561306,RNU2-13P,plus,106480203,"RNA, U2 small nuclear 13, pseudogene"
NC_000002.12,11561661,11561779,RNA5SP85,minus,100873318,"RNA, 5S ribosomal pseudogene 85"
NC_000002.12,11584773,11584972,RN7SL674P,plus,106479468,"RNA, 7SL, cytoplasmic 674, pseudogene"
NC_000002.12,11658178,11670195,NTSR2,minus,23620,neurotensin receptor 2
NC_000002.12,11665326,11665969,CDK8P1,minus,100419916,cyclin dependent kinase 8 pseudogene 1
NC_000002.12,11677544,11827409,LPIN1,plus,23175,lipin 1
NC_000002.12,11681425,11683323,LOC100506405,plus,100506405,uncharacterized LOC100506405
NC_000002.12,11720233,11724223,LOC101929752,minus,101929752,uncharacterized LOC101929752
NC_000002.12,11739936,11745459,LOC124907735,minus,124907735,uncharacterized LOC124907735
NC_000002.12,11767444,11767525,MIR548S,plus,100422862,microRNA 548s
NC_000002.12,11832222,11866284,LOC105373430,plus,105373430,uncharacterized LOC105373430
NC_000002.12,11836933,11836986,MIR4262,minus,100422996,microRNA 4262
NC_000002.12,12007116,12578348,MIR3681HG,plus,100506457,MIR3681 host gene
NC_000002.12,12023476,12024830,ST13P1,plus,729992,"ST13, Hsp70 interacting protein pseudogene 1"
NC_000002.12,12030303,12030372,LOC124906141,minus,124906141,small nucleolar RNA SNORD18
NC_000002.12,12104556,12109706,LOC105373433,minus,105373433,uncharacterized LOC105373433
NC_000002.12,12189643,12192829,LOC105373432,minus,105373432,uncharacterized LOC105373432
NC_000002.12,12199130,12199201,MIR3681,plus,100500884,microRNA 3681
NC_000002.12,12411398,12411501,RNU6-843P,minus,106480614,"RNA, U6 small nuclear 843, pseudogene"
NC_000002.12,12445156,12463279,LOC105373431,minus,105373431,uncharacterized LOC105373431
NC_000002.12,12486283,12491327,LOC107985853,plus,107985853,uncharacterized LOC107985853
NC_000002.12,12697864,12716758,LOC124905974,minus,124905974,uncharacterized LOC124905974
NC_000002.12,12716936,12742734,TRIB2,plus,28951,tribbles pseudokinase 2
NC_000002.12,12737367,12737444,MIR3125,plus,100422986,microRNA 3125
NC_000002.12,12966782,13007013,LOC100506474,minus,100506474,uncharacterized LOC100506474
NC_000002.12,13000789,13331683,LOC105373436,plus,105373436,uncharacterized LOC105373436
NC_000002.12,13101280,13213628,LOC105373484,plus,105373484,uncharacterized LOC105373484
NC_000002.12,13357301,13403233,LOC105373437,plus,105373437,uncharacterized LOC105373437
NC_000002.12,13519497,13533206,LOC105373485,minus,105373485,uncharacterized LOC105373485
NC_000002.12,13537914,13758396,LOC105373438,plus,105373438,uncharacterized LOC105373438
NC_000002.12,13583688,13584294,NACAP9,plus,100421926,NACA pseudogene 9
NC_000002.12,13641342,13645883,LOC124907736,minus,124907736,uncharacterized LOC124907736
NC_000002.12,13837862,13909701,LOC107985854,plus,107985854,uncharacterized LOC107985854
NC_000002.12,14228874,14400958,LINC00276,minus,100499171,long intergenic non-protein coding RNA 276
NC_000002.12,14274622,14274725,RNU6-1288P,minus,106480128,"RNA, U6 small nuclear 1288, pseudogene"
NC_000002.12,14632717,14651916,LRATD1,plus,151354,LRAT domain containing 1
NC_000002.12,14778909,15561334,NBAS,minus,51594,NBAS subunit of NRZ tethering complex
NC_000002.12,15397366,15397808,RPS26P18,minus,100271108,ribosomal protein S26 pseudogene 18
NC_000002.12,15562148,15573869,LOC105373440,plus,105373440,uncharacterized LOC105373440
NC_000002.12,15588269,15591769,LOC124905975,minus,124905975,uncharacterized LOC124905975
NC_000002.12,15591868,15631101,DDX1,plus,1653,DEAD-box helicase 1
NC_000002.12,15690782,15718961,LINC01804,plus,101926966,long intergenic non-protein coding RNA 1804
NC_000002.12,15782511,15786578,LOC124905976,plus,124905976,uncharacterized LOC124905976
NC_000002.12,15864935,15865051,RNU5E-7P,plus,100873836,"RNA, U5E small nuclear 7, pseudogene"
NC_000002.12,15869810,15870280,RPLP1P5,plus,130678,ribosomal protein lateral stalk subunit P1 pseudogene 5
NC_000002.12,15903669,15903772,LOC124906147,plus,124906147,small nucleolar RNA U13
NC_000002.12,15920399,15936018,MYCNUT,plus,103752554,MYCN upstream transcript
NC_000002.12,15936265,15942433,MYCNOS,minus,10408,MYCN opposite strand
NC_000002.12,15940550,15947004,MYCN,plus,4613,"MYCN proto-oncogene, bHLH transcription factor"
NC_000002.12,15950689,15950981,RN7SL104P,minus,106480949,"RNA, 7SL, cytoplasmic 104, pseudogene"
NC_000002.12,16050427,16085689,GACAT3,plus,104797537,gastric cancer associated transcript 3
NC_000002.12,16199203,16199295,LOC124900535,plus,124900535,uncharacterized LOC124900535
NC_000002.12,16201546,16204954,LOC105373443,minus,105373443,uncharacterized LOC105373443
NC_000002.12,16202310,16204226,LOC124908049,plus,124908049,uncharacterized LOC124908049
NC_000002.12,16354992,16432999,LOC107985855,plus,107985855,uncharacterized LOC107985855
NC_000002.12,16468663,16478349,LOC105373444,minus,105373444,uncharacterized LOC105373444
NC_000002.12,16549459,16665834,CYRIA,minus,81553,CYFIP related Rac1 interactor A
NC_000002.12,16966674,16975775,LINC01866,plus,107985806,long intergenic non-protein coding RNA 1866
NC_000002.12,17122841,17123140,RN7SKP168,minus,106479170,RN7SK pseudogene 168
NC_000002.12,17284292,17285097,ZFYVE9P2,plus,100420972,zinc finger FYVE-type containing 9 pseudogene 2
NC_000002.12,17376567,17399920,LOC105373447,plus,105373447,uncharacterized LOC105373447
NC_000002.12,17385093,17386634,PSMC1P10,plus,388925,"proteasome 26S subunit, ATPase 1 pseudogene 10"
NC_000002.12,17433586,17441928,LOC105373448,minus,105373448,uncharacterized LOC105373448
NC_000002.12,17510579,17537859,RAD51AP2,minus,729475,RAD51 associated protein 2
NC_000002.12,17514318,17515020,LOC101928149,plus,101928149,nascent polypeptide associated complex subunit alpha pseudogene
NC_000002.12,17539972,17657018,VSNL1,plus,7447,visinin like 1
NC_000002.12,17627449,17649470,LOC124908054,minus,124908054,uncharacterized LOC124908054
NC_000002.12,17663812,17753810,SMC6,minus,79677,structural maintenance of chromosomes 6
NC_000002.12,17753278,17788946,GEN1,plus,348654,GEN1 Holliday junction 5' flap endonuclease
NC_000002.12,17764457,17800314,LOC105373449,minus,105373449,uncharacterized LOC105373449
NC_000002.12,17816460,17817798,MSGN1,plus,343930,mesogenin 1
NC_000002.12,17834693,17849483,LOC112267888,minus,112267888,uncharacterized LOC112267888
NC_000002.12,17841783,17847794,ZPAXP,minus,105373450,"zona pellucida glycoprotein AX, pseudogene"
NC_000002.12,17867592,17876562,LOC124907737,minus,124907737,uncharacterized LOC124907737
NC_000002.12,17877847,17932958,KCNS3,plus,3790,potassium voltage-gated channel modifier subfamily S member 3
NC_000002.12,18040606,18040733,LOC124900534,minus,124900534,small nucleolar RNA SNORA40
NC_000002.12,18272370,18311491,LOC105373451,minus,105373451,uncharacterized LOC105373451
NC_000002.12,18386541,18535392,LOC105373454,plus,105373454,uncharacterized LOC105373454
NC_000002.12,18554723,18589569,NT5C1B-RDH14,minus,100526794,NT5C1B-RDH14 readthrough
NC_000002.12,18554723,18560653,RDH14,minus,57665,retinol dehydrogenase 14
NC_000002.12,18560176,19089356,LOC105373456,plus,105373456,uncharacterized LOC105373456
NC_000002.12,18562871,18589569,NT5C1B,minus,93034,"5'-nucleotidase, cytosolic IB"
NC_000002.12,18583367,18583468,RNU6-1215P,minus,106480097,"RNA, U6 small nuclear 1215, pseudogene"
NC_000002.12,18986451,19026971,LINC01376,minus,400945,long intergenic non-protein coding RNA 1376
NC_000002.12,19075835,19084852,LOC124907739,plus,124907739,uncharacterized LOC124907739
NC_000002.12,19096826,19100493,LOC124907738,plus,124907738,uncharacterized LOC124907738
NC_000002.12,19344874,19358623,OSR1,minus,130497,odd-skipped related transcription factor 1
NC_000002.12,19348429,19348505,MIR4757,plus,100616307,microRNA 4757
NC_000002.12,19429993,19436507,LOC105373458,minus,105373458,uncharacterized LOC105373458
NC_000002.12,19458204,19468961,LOC101928196,minus,101928196,uncharacterized LOC101928196
NC_000002.12,19468929,19521203,LINC01808,plus,105373460,long intergenic non-protein coding RNA 1808
NC_000002.12,19588120,19605460,LOC105373459,minus,105373459,uncharacterized LOC105373459
NC_000002.12,19622835,19705164,LOC124905977,minus,124905977,uncharacterized LOC124905977
NC_000002.12,19711693,19717471,LOC105373461,plus,105373461,uncharacterized LOC105373461
NC_000002.12,19826196,19826908,CISD1P1,plus,130500,CDGSH iron sulfur domain 1 pseudogene 1
NC_000002.12,19868854,19885047,LINC00954,plus,400946,long intergenic non-protein coding RNA 954
NC_000002.12,19896631,19901983,TTC32,minus,130502,tetratricopeptide repeat domain 32
NC_000002.12,19910263,19990105,WDR35,minus,57539,WD repeat domain 35
NC_000002.12,19984121,19985046,RNFT1P1,minus,100420886,"ring finger protein, transmembrane 1 pseudogene 1"
NC_000002.12,19990204,20004806,WDR35-DT,plus,101928222,WDR35 divergent transcript
NC_000002.12,19992052,20012668,MATN3,minus,4148,matrilin 3
NC_000002.12,20032650,20051628,LAPTM4A,minus,9741,lysosomal protein transmembrane 4 alpha
NC_000002.12,20052137,20117879,LAPTM4A-DT,plus,105373463,LAPTM4A divergent transcript
NC_000002.12,20120850,20126050,LOC107985807,plus,107985807,uncharacterized LOC107985807
NC_000002.12,20155573,20156111,RPS16P2,minus,402069,ribosomal protein S16 pseudogene 2
NC_000002.12,20175346,20175639,RN7SL140P,plus,106479272,"RNA, 7SL, cytoplasmic 140, pseudogene"
NC_000002.12,20175805,20175909,RNU6-961P,plus,106481483,"RNA, U6 small nuclear 961, pseudogene"
