"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000012.12,2742058,2742806,LOC100422463,plus,100422463,calcium voltage-gated channel subunit alpha1 C pseudogene
NC_000012.12,2742626,2812924,ITFG2-AS1,minus,283440,ITFG2 antisense RNA 1
NC_000012.12,2752567,2753237,IQSEC3P1,minus,100132450,IQ motif and Sec7 domain 3 pseudogene 1
NC_000012.12,2781894,2782420,RPL23AP14,plus,341511,ribosomal protein L23a pseudogene 14
NC_000012.12,2787247,2787582,CBX3P4,minus,100873792,CBX3 pseudogene 4
NC_000012.12,2794970,2805423,FKBP4,plus,2288,FKBP prolyl isomerase 4
NC_000012.12,2812668,2859791,ITFG2,plus,55846,integrin alpha FG-GAP repeat containing 2
NC_000012.12,2825348,2835035,NRIP2,minus,83714,nuclear receptor interacting protein 2
NC_000012.12,2847723,2857039,TEX52,minus,101929469,testis expressed 52
NC_000012.12,2857680,2877174,FOXM1,minus,2305,forkhead box M1
NC_000012.12,2876265,2889524,RHNO1,plus,83695,RAD9-HUS1-RAD1 interacting nuclear orphan 1
NC_000012.12,2885803,2886326,LOC124902860,plus,124902860,uncharacterized LOC124902860
NC_000012.12,2890891,2941138,TULP3,plus,7289,TUB like protein 3
NC_000012.12,2928965,2929025,LOC124903097,plus,124903097,U7 small nuclear RNA
NC_000012.12,2954240,2954338,RNU6-1315P,minus,106481950,"RNA, U6 small nuclear 1315, pseudogene"
NC_000012.12,2957598,2960048,LOC124902859,minus,124902859,uncharacterized LOC124902859
NC_000012.12,2959397,3040676,TEAD4,plus,7004,TEA domain transcription factor 4
NC_000012.12,3071246,3072170,RPL13AP24,minus,100271603,ribosomal protein L13a pseudogene 24
NC_000012.12,3077379,3286559,TSPAN9,plus,10867,tetraspanin 9
NC_000012.12,3149797,3151476,TSPAN9-IT1,plus,100874356,TSPAN9 intronic transcript 1
NC_000012.12,3211606,3211951,RPS27P3,minus,654365,ribosomal protein S27 pseudogene 3
NC_000012.12,3229976,3232078,LOC124902861,minus,124902861,uncharacterized LOC124902861
NC_000012.12,3298514,3366122,LOC100128253,minus,100128253,uncharacterized LOC100128253
NC_000012.12,3300363,3338662,LINC02827,plus,105369606,long intergenic non-protein coding RNA 2827
NC_000012.12,3323324,3337202,LOC100418939,minus,100418939,tetraspanin 11 pseudogene
NC_000012.12,3368108,3371601,LINC02417,plus,101930162,long intergenic non-protein coding RNA 2417
NC_000012.12,3381349,3593973,PRMT8,plus,56341,protein arginine methyltransferase 8
NC_000012.12,3419082,3433042,LOC105369607,plus,105369607,uncharacterized LOC105369607
NC_000012.12,3439845,3461490,LOC124902862,minus,124902862,uncharacterized LOC124902862
NC_000012.12,3468923,3469359,RPS26P44,plus,100271569,ribosomal protein S26 pseudogene 44
NC_000012.12,3483712,3492819,THCAT155,minus,100129223,thyroid cancer-associated transcript 155
NC_000012.12,3615328,3753109,CRACR2A,minus,84766,calcium release activated channel regulator 2A
NC_000012.12,3726222,3726327,RNU6-174P,minus,106481231,"RNA, U6 small nuclear 174, pseudogene"
NC_000012.12,3756563,3758165,LOC107984495,plus,107984495,uncharacterized LOC107984495
NC_000012.12,3808861,3873399,PARP11,minus,57097,poly(ADP-ribose) polymerase family member 11
NC_000012.12,3839459,3846276,OTUD4P1,plus,360227,OTUD4 pseudogene 1
NC_000012.12,3870172,3910382,PARP11-AS1,plus,105369609,PARP11 antisense RNA 1
NC_000012.12,3922372,3958643,LOC105369608,minus,105369608,uncharacterized LOC105369608
NC_000012.12,4011909,4026658,LOC105369611,plus,105369611,uncharacterized LOC105369611
NC_000012.12,4097373,4099720,HSPA8P5,plus,399988,heat shock protein family A (Hsp70) member 8 pseudogene 5
NC_000012.12,4104008,4118219,LOC124900317,minus,124900317,uncharacterized LOC124900317
NC_000012.12,4109496,4119955,RPL18P9,minus,100129645,ribosomal protein L18 pseudogene 9
NC_000012.12,4173027,4203966,LOC105369612,minus,105369612,uncharacterized LOC105369612
NC_000012.12,4248767,4276184,CCND2-AS1,minus,103752584,CCND2 antisense RNA 1
NC_000012.12,4273762,4305353,CCND2,plus,894,cyclin D2
NC_000012.12,4321213,4360028,TIGAR,plus,57103,TP53 induced glycolysis regulatory phosphatase
NC_000012.12,4324340,4324839,RPS15P7,minus,100271361,ribosomal protein S15 pseudogene 7
NC_000012.12,4368227,4379712,FGF23,minus,8074,fibroblast growth factor 23
NC_000012.12,4434142,4445815,FGF6,minus,2251,fibroblast growth factor 6
NC_000012.12,4487735,4538469,FERRY3,minus,57102,FERRY endosomal RAB5 effector complex subunit 3
NC_000012.12,4538890,4560047,RAD51AP1,plus,10635,RAD51 associated protein 1
NC_000012.12,4562208,4613875,DYRK4,plus,8798,dual specificity tyrosine phosphorylation regulated kinase 4
NC_000012.12,4602189,4603636,LOC103568124,minus,103568124,coiled-coil domain containing 181 pseudogene
NC_000012.12,4615518,4649051,AKAP3,minus,10566,A-kinase anchoring protein 3
NC_000012.12,4635147,4636360,LOC100420673,minus,100420673,"RAB5A, member RAS oncogene family pseudogene"
NC_000012.12,4649114,4694317,NDUFA9,plus,4704,NADH:ubiquinone oxidoreductase subunit A9
NC_000012.12,4700417,4720102,GAU1,minus,101929549,GALNT8 antisense upstream 1
NC_000012.12,4720400,4772726,GALNT8,plus,26290,polypeptide N-acetylgalactosaminyltransferase 8
NC_000012.12,4733596,4739156,LOC124902863,minus,124902863,uncharacterized LOC124902863
NC_000012.12,4809334,4851112,KCNA6,plus,3742,potassium voltage-gated channel subfamily A member 6
NC_000012.12,4909905,4918256,KCNA1,plus,3736,potassium voltage-gated channel subfamily A member 1
NC_000012.12,5015078,5025594,LOC100507560,plus,100507560,uncharacterized LOC100507560
NC_000012.12,5032400,5032941,LOC390282,minus,390282,eukaryotic translation initiation factor 3 subunit F pseudogene
NC_000012.12,5043879,5046788,KCNA5,plus,3741,potassium voltage-gated channel subfamily A member 5
NC_000012.12,5121947,5379744,LOC105369617,plus,105369617,uncharacterized LOC105369617
NC_000012.12,5183888,5195796,LOC124902864,minus,124902864,uncharacterized LOC124902864
NC_000012.12,5198156,5210554,LOC105369616,minus,105369616,uncharacterized LOC105369616
NC_000012.12,5233996,5243151,LINC02443,minus,101929584,long intergenic non-protein coding RNA 2443
NC_000012.12,5394588,5412921,LOC105369618,plus,105369618,uncharacterized LOC105369618
NC_000012.12,5430332,5495299,NTF3,plus,4908,neurotrophin 3
NC_000012.12,5506566,5526731,LOC124902865,plus,124902865,uncharacterized LOC124902865
NC_000012.12,5562655,5946232,ANO2,minus,57101,anoctamin 2
NC_000012.12,5583761,5584445,LOC101901829,plus,101901829,dynein light chain roadblock-type 1 pseudogene
NC_000012.12,5881890,5912310,LOC105369621,plus,105369621,uncharacterized LOC105369621
NC_000012.12,5948877,6124670,VWF,minus,7450,von Willebrand factor
NC_000012.12,6040037,6040183,SNORA120,minus,109729112,"small nucleolar RNA, H/ACA box 120"
NC_000012.12,6095699,6095970,RN7SL69P,minus,106480940,"RNA, 7SL, cytoplasmic 69, pseudogene"
NC_000012.12,6149752,6169611,LOC124902866,minus,124902866,uncharacterized LOC124902866
NC_000012.12,6169834,6181031,LOC105369623,minus,105369623,uncharacterized LOC105369623
NC_000012.12,6171572,6174026,LOC105369622,plus,105369622,uncharacterized LOC105369622
NC_000012.12,6199946,6238266,CD9,plus,928,CD9 molecule
NC_000012.12,6223969,6295407,LOC105369625,minus,105369625,uncharacterized LOC105369625
NC_000012.12,6270025,6270442,ATP5MFP5,minus,654484,ATP synthase membrane subunit f pseudogene 5
NC_000012.12,6310332,6328506,PLEKHG6,plus,55200,pleckstrin homology and RhoGEF domain containing G6
NC_000012.12,6328771,6342076,TNFRSF1A,minus,7132,TNF receptor superfamily member 1A
NC_000012.12,6344554,6344837,RN7SL391P,plus,106481030,"RNA, 7SL, cytoplasmic 391, pseudogene"
NC_000012.12,6345804,6347078,LOC112268088,plus,112268088,uncharacterized LOC112268088
NC_000012.12,6346847,6377359,SCNN1A,minus,6337,sodium channel epithelial 1 subunit alpha
NC_000012.12,6348181,6355779,LOC107984500,plus,107984500,uncharacterized LOC107984500
NC_000012.12,6365313,6373575,LOC105369626,plus,105369626,uncharacterized LOC105369626
NC_000012.12,6375160,6391566,LTBR,plus,4055,lymphotoxin beta receptor
NC_000012.12,6409596,6410040,RPL31P10,minus,390283,ribosomal protein L31 pseudogene 10
NC_000012.12,6438475,6439137,SRP14P1,plus,390284,SRP14 pseudogene 1
NC_000012.12,6439001,6451517,CD27-AS1,minus,678655,CD27 antisense RNA 1
NC_000012.12,6443892,6451713,CD27,plus,939,CD27 molecule
NC_000012.12,6451649,6472006,TAPBPL,plus,55080,TAP binding protein like
NC_000012.12,6462237,6470677,VAMP1,minus,6843,vesicle associated membrane protein 1
NC_000012.12,6477669,6482180,PKP2P1,plus,82500,plakophilin 2 pseudogene 1
NC_000012.12,6491886,6493262,MRPL51,minus,51258,mitochondrial ribosomal protein L51
NC_000012.12,6494102,6531955,NCAPD2,plus,9918,non-SMC condensin I complex subunit D2
NC_000012.12,6510222,6510551,SCARNA10,plus,692148,small Cajal body-specific RNA 10
NC_000012.12,6531916,6534407,GAPDH-DT,minus,112268089,GAPDH divergent transcript
NC_000012.12,6534517,6538371,GAPDH,plus,2597,glyceraldehyde-3-phosphate dehydrogenase
NC_000012.12,6538961,6556042,IFFO1,minus,25900,intermediate filament family orphan 1
NC_000012.12,6556871,6568291,NOP2,minus,4839,NOP2 nucleolar protein
NC_000012.12,6570082,6607379,CHD4,minus,1108,chromodomain helicase DNA binding protein 4
NC_000012.12,6581473,6581609,SCARNA11,minus,677780,small Cajal body-specific RNA 11
NC_000012.12,6605886,6609310,LOC124902867,plus,124902867,uncharacterized LOC124902867
NC_000012.12,6614086,6626766,LOC105369631,plus,105369631,uncharacterized LOC105369631
NC_000012.12,6618835,6635959,LPAR5,minus,57121,lysophosphatidic acid receptor 5
NC_000012.12,6638075,6647432,ACRBP,minus,84519,acrosin binding protein
NC_000012.12,6650301,6663119,ING4,minus,51147,inhibitor of growth family member 4
NC_000012.12,6666477,6689572,ZNF384,minus,171017,zinc finger protein 384
NC_000012.12,6692178,6700815,PIANP,minus,196500,PILR alpha associated neural protein
NC_000012.12,6709452,6709552,RNU6-781P,plus,106479911,"RNA, U6 small nuclear 781, pseudogene"
NC_000012.12,6724046,6731865,COPS7A,plus,50813,COP9 signalosome subunit 7A
NC_000012.12,6747996,6753141,MLF2,minus,8079,myeloid leukemia factor 2
NC_000012.12,6766363,6770952,PTMS,plus,5763,parathymosin
NC_000012.12,6772520,6778455,LAG3,plus,3902,lymphocyte activating 3
NC_000012.12,6783854,6784161,RN7SL380P,minus,106479361,"RNA, 7SL, cytoplasmic 380, pseudogene"
NC_000012.12,6789528,6820799,CD4,plus,920,CD4 molecule
NC_000012.12,6821821,6827421,GPR162,plus,27239,G protein-coupled receptor 162
NC_000012.12,6828407,6839847,P3H3,plus,10536,prolyl 3-hydroxylase 3
NC_000012.12,6840925,6847393,GNB3,plus,2784,G protein subunit beta 3
NC_000012.12,6844798,6851286,CDCA3,minus,83461,cell division cycle associated 3
NC_000012.12,6852150,6866632,USP5,plus,8078,ubiquitin specific peptidase 5
NC_000012.12,6867420,6870948,TPI1,plus,7167,triosephosphate isomerase 1
NC_000012.12,6870935,6873303,SPSB2,minus,84727,splA/ryanodine receptor domain and SOCS box containing 2
NC_000012.12,6875764,6889358,LOC105369632,minus,105369632,uncharacterized LOC105369632
NC_000012.12,6883981,6884614,RPL13P5,plus,283345,ribosomal protein L13 pseudogene 5
NC_000012.12,6884682,6885786,DSTNP2,plus,171220,DSTN pseudogene 2
NC_000012.12,6904822,6914229,LRRC23,plus,10233,leucine rich repeat containing 23
NC_000012.12,6914580,6923697,ENO2,plus,2026,enolase 2
NC_000012.12,6922530,6927696,LOC124902868,minus,124902868,uncharacterized LOC124902868
NC_000012.12,6924459,6942321,ATN1,plus,1822,atrophin 1
NC_000012.12,6943433,6946003,C12orf57,plus,113246,chromosome 12 open reading frame 57
NC_000012.12,6943816,6943878,RNU7-1,plus,100147744,"RNA, U7 small nuclear 1"
NC_000012.12,6946577,6961316,PTPN6,plus,5777,protein tyrosine phosphatase non-receptor type 6
NC_000012.12,6961632,6963099,LOC105369634,minus,105369634,uncharacterized LOC105369634
NC_000012.12,6963245,6964447,MIR200CHG,plus,105369635,MIR200C and MIR141 host gene
NC_000012.12,6963699,6963766,MIR200C,plus,406985,microRNA 200c
NC_000012.12,6964097,6964191,MIR141,plus,406933,microRNA 141
NC_000012.12,6965327,6970753,PHB2,minus,11331,prohibitin 2
NC_000012.12,6967337,6967606,SCARNA12,minus,677777,small Cajal body-specific RNA 12
NC_000012.12,6970913,6997428,EMG1,plus,10436,EMG1 N1-specific pseudouridine methyltransferase
NC_000012.12,6976185,7018476,LPCAT3,minus,10162,lysophosphatidylcholine acyltransferase 3
NC_000012.12,7032108,7032398,RPL37P20,plus,100271340,ribosomal protein L37 pseudogene 20
NC_000012.12,7040940,7041803,LOC100419825,minus,100419825,zinc finger protein 655 pseudogene
NC_000012.12,7060718,7071032,C1S,plus,716,complement C1s
NC_000012.12,7080219,7092445,C1R,minus,715,complement C1r
NC_000012.12,7094554,7109214,C1RL,minus,51279,complement C1r subcomponent like
NC_000012.12,7108308,7121851,C1RL-AS1,plus,283314,C1RL antisense RNA 1
NC_000012.12,7115736,7130005,RBP5,minus,83758,retinol binding protein 5
NC_000012.12,7118785,7118891,RNU6-485P,plus,106481333,"RNA, U6 small nuclear 485, pseudogene"
NC_000012.12,7129093,7158945,CLSTN3,plus,9746,calsyntenin 3
NC_000012.12,7166674,7174679,LOC124902869,minus,124902869,uncharacterized LOC124902869
NC_000012.12,7188653,7218574,PEX5,plus,5830,peroxisomal biogenesis factor 5
NC_000012.12,7237411,7240988,LOC100420983,plus,100420983,acyl-CoA synthetase medium chain family member 6 pseudogene
NC_000012.12,7304072,7328719,ACSM4,plus,341392,acyl-CoA synthetase medium chain family member 4
NC_000012.12,7318768,7444153,CD163L1,minus,283316,CD163 molecule like 1
NC_000012.12,7338864,7341740,LOC101927882,plus,101927882,uncharacterized LOC101927882
NC_000012.12,7438777,7440078,LOC100419928,minus,100419928,M-phase phosphoprotein 8 pseudogene
NC_000012.12,7470811,7503777,CD163,minus,9332,CD163 molecule
NC_000012.12,7493191,7495254,LOC124902870,plus,124902870,uncharacterized LOC124902870
NC_000012.12,7566294,7567579,GAPDHP31,plus,643739,glyceraldehyde 3 phosphate dehydrogenase pseudogene 31
NC_000012.12,7604254,7605232,NIFKP3,minus,100270648,NIFK pseudogene 3
NC_000012.12,7606900,7607621,LOC100131676,plus,100131676,clathrin light chain A pseudogene
NC_000012.12,7649400,7670599,APOBEC1,minus,339,apolipoprotein B mRNA editing enzyme catalytic subunit 1
NC_000012.12,7689784,7695775,GDF3,minus,9573,growth differentiation factor 3
NC_000012.12,7711433,7717559,DPPA3,plus,359787,developmental pluripotency associated 3
NC_000012.12,7729383,7749541,CLEC4C,minus,170482,C-type lectin domain family 4 member C
NC_000012.12,7765216,7774121,NANOGNB,plus,360030,NANOG neighbor homeobox
NC_000012.12,7789402,7799146,NANOG,plus,79923,Nanog homeobox
NC_000012.12,7812514,7891196,SLC2A14,minus,144195,solute carrier family 2 member 14
NC_000012.12,7860449,7860764,RPS20P29,plus,100271561,ribosomal protein S20 pseudogene 29
NC_000012.12,7870821,7871670,LOC100130582,plus,100130582,myosin light chain 9 pseudogene
NC_000012.12,7892362,7899246,NANOGP1,plus,404635,Nanog homeobox pseudogene 1
NC_000012.12,7919230,7936187,SLC2A3,minus,6515,solute carrier family 2 member 3
NC_000012.12,7963614,7967021,LOC124902871,minus,124902871,uncharacterized LOC124902871
NC_000012.12,7994770,7995078,RPS20P28,minus,100271560,ribosomal protein S20 pseudogene 28
NC_000012.12,8014960,8016408,HSPD1P12,plus,283320,heat shock protein family D (Hsp60) member 1 pseudogene 12
NC_000012.12,8016727,8017870,LOC100462988,minus,100462988,heat shock protein family D (Hsp60) member 1 pseudogene
NC_000012.12,8032716,8055517,FOXJ2,plus,55810,forkhead box J2
NC_000012.12,8056844,8066359,C3AR1,minus,719,complement C3a receptor 1
NC_000012.12,8082274,8097881,NECAP1,plus,25977,NECAP endocytosis associated 1
NC_000012.12,8102907,8138607,CLEC4A,plus,50856,C-type lectin domain family 4 member A
NC_000012.12,8133769,8134852,POU5F1P3,minus,642559,POU class 5 homeobox 1 pseudogene 3
NC_000012.12,8140468,8142718,GCSHP4,minus,100287495,GCSH pseudogene 4
NC_000012.12,8157015,8180046,ZNF705A,plus,440077,zinc finger protein 705A
NC_000012.12,8180209,8201000,FAM66C,plus,440078,family with sequence similarity 66 member C
NC_000012.12,8199599,8218911,DEFB109F,minus,110806268,defensin beta 109F (pseudogene)
NC_000012.12,8221260,8227618,FAM90A1,minus,55138,family with sequence similarity 90 member A1
NC_000012.12,8227734,8231764,ALG1L10P,plus,106479037,"ALG1 like 10, pseudogene"
NC_000012.12,8231049,8242946,FAM86FP,minus,653113,"family with sequence similarity 86 member F, pseudogene"
NC_000012.12,8235415,8242564,LINC02449,plus,101927905,long intergenic non-protein coding RNA 2449
NC_000012.12,8244023,8295442,LOC112268090,plus,112268090,uncharacterized LOC112268090
NC_000012.12,8254427,8266638,ENPP7P5,minus,106480674,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 5
NC_000012.12,8308266,8320272,LOC107987171,minus,107987171,uncharacterized LOC107987171
NC_000012.12,8340188,8340966,SNRPCP7,plus,100310852,small nuclear ribonucleoprotein polypeptide C pseudogene 7
NC_000012.12,8356963,8390752,LINC00937,minus,389634,long intergenic non-protein coding RNA 937
NC_000012.12,8358983,8369597,LOC101927966,plus,101927966,40S ribosomal protein S24-like
NC_000012.12,8359010,8359858,RPS3AP43,minus,727970,RPS3A pseudogene 43
NC_000012.12,8395440,8453056,LOC124906977,minus,124906977,uncharacterized LOC124906977
NC_000012.12,8406833,8407195,VPS51P3,minus,127379703,VPS51 pseudogene 3
NC_000012.12,8414779,8415774,OR7E140P,minus,344729,olfactory receptor family 7 subfamily E member 140 pseudogene
NC_000012.12,8427661,8428613,OR7E148P,minus,282801,olfactory receptor family 7 subfamily E member 148 pseudogene
NC_000012.12,8437402,8438382,OR7E149P,minus,282756,olfactory receptor family 7 subfamily E member 149 pseudogene
NC_000012.12,8455962,8478330,CLEC6A,plus,93978,C-type lectin domain containing 6A
NC_000012.12,8460582,8461283,RPL15P17,plus,728002,ribosomal protein L15 pseudogene 17
NC_000012.12,8484746,8484852,RNU6-275P,plus,106481265,"RNA, U6 small nuclear 275, pseudogene"
NC_000012.12,8512072,8512789,SUPT4H1P2,minus,100287625,"SPT4 homolog, DSIF elongation factor subunit pseudogene 2"
NC_000012.12,8513503,8531696,CLEC4D,plus,338339,C-type lectin domain family 4 member D
NC_000012.12,8533275,8540905,CLEC4E,minus,26253,C-type lectin domain family 4 member E
NC_000012.12,8551397,8567936,LOC124902872,minus,124902872,uncharacterized LOC124902872
NC_000012.12,8564491,8566073,LOC105369645,plus,105369645,uncharacterized LOC105369645
NC_000012.12,8597509,8597640,LOC124900334,plus,124900334,small Cajal body-specific RNA 11
NC_000012.12,8602170,8612859,AICDA,minus,57379,activation induced cytidine deaminase
NC_000012.12,8634337,8638265,HADHAP2,plus,399994,HADHA pseudogene 2
NC_000012.12,8645943,8662826,MFAP5,minus,8076,microfibril associated protein 5
NC_000012.12,8668638,8783091,RIMKLB,plus,57494,ribosomal modification protein rimK like family member B
NC_000012.12,8678614,8679917,LOC101060064,plus,101060064,Fanconi anemia core complex-associated protein 24-like
NC_000012.12,8742358,8743076,RPSAP51,plus,100271267,ribosomal protein SA pseudogene 51
NC_000012.12,8776211,8831306,A2ML1-AS1,minus,100874108,A2ML1 antisense RNA 1
NC_000012.12,8788253,8798249,LINC02972,plus,123706525,long intergenic non-protein coding RNA 2972
NC_000012.12,8822621,8887459,A2ML1,plus,144568,alpha-2-macroglobulin like 1
NC_000012.12,8913843,8941467,PHC1,plus,1911,polyhomeotic homolog 1
NC_000012.12,8940361,8949645,M6PR,minus,4074,"mannose-6-phosphate receptor, cation dependent"
NC_000012.12,8950044,9215570,KLRG1,plus,10219,killer cell lectin like receptor G1
NC_000012.12,9027532,9029089,HNRNPA1P34,minus,100996501,heterogeneous nuclear ribonucleoprotein A1 pseudogene 34
NC_000012.12,9036324,9037523,VDAC2P2,plus,643996,VDAC2 pseudogene 2
NC_000012.12,9055589,9065070,LINC00612,minus,253128,long intergenic non-protein coding RNA 612
NC_000012.12,9065177,9068055,A2M-AS1,plus,144571,A2M antisense RNA 1
NC_000012.12,9067708,9116229,A2M,minus,2,alpha-2-macroglobulin
NC_000012.12,9127730,9128509,KRT17P8,plus,100130074,keratin 17 pseudogene 8
NC_000012.12,9134762,9135897,BTG1P1,plus,100129641,BTG anti-proliferation factor 1 pseudogene 1
NC_000012.12,9136472,9208395,PZP,minus,5858,PZP alpha-2-macroglobulin like
NC_000012.12,9155511,9156538,TPT1P12,minus,100421480,TPT1 pseudogene 12
NC_000012.12,9228533,9234207,A2MP1,minus,3,alpha-2-macroglobulin pseudogene 1
NC_000012.12,9239326,9240496,PTMAP4,minus,5761,prothymosin alpha pseudogene 4
NC_000012.12,9239467,9239551,MIR1244-3,minus,100422872,microRNA 1244-3
NC_000012.12,9240073,9262901,LINC00987,plus,100499405,long intergenic non-protein coding RNA 987
NC_000012.12,9244365,9266309,LOC124903067,minus,124903067,pregnancy zone protein-like
NC_000012.12,9283657,9314088,LOC642846,plus,642846,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like
NC_000012.12,9334852,9346808,LOC105369649,minus,105369649,uncharacterized LOC105369649
NC_000012.12,9367464,9397617,LINC02367,plus,101930452,long intergenic non-protein coding RNA 2367
NC_000012.12,9371782,9381422,LOC101928030,minus,101928030,uncharacterized LOC101928030
NC_000012.12,9397057,9407414,LOC728715,minus,728715,ovostatin homolog 2
NC_000012.12,9408342,9408752,LOC105369647,plus,105369647,uncharacterized LOC105369647
NC_000012.12,9417691,9448172,DDX12P,minus,440081,"DEAD/H-box helicase 12, pseudogene"
