"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000019.10,1570575,1570860,RN7SL477P,minus,106479397,"RNA, 7SL, cytoplasmic 477, pseudogene"
NC_000019.10,1573596,1592865,MBD3,minus,53615,methyl-CpG binding domain protein 3
NC_000019.10,1597169,1605462,UQCR11,minus,10975,"ubiquinol-cytochrome c reductase, complex III subunit XI"
NC_000019.10,1609292,1652615,TCF3,minus,6929,transcription factor 3
NC_000019.10,1616492,1616595,RNU6-1223P,minus,106481566,"RNA, U6 small nuclear 1223, pseudogene"
NC_000019.10,1753506,1780988,ONECUT3,plus,390874,one cut homeobox 3
NC_000019.10,1769767,1774350,LOC101928543,minus,101928543,uncharacterized LOC101928543
NC_000019.10,1782075,1812276,ATP8B3,minus,148229,ATPase phospholipid transporting 8B3
NC_000019.10,1815248,1848483,REXO1,minus,57455,RNA exonuclease 1 homolog
NC_000019.10,1816159,1816238,MIR1909,minus,100302210,microRNA 1909
NC_000019.10,1822089,1824545,LOC100288123,plus,100288123,uncharacterized LOC100288123
NC_000019.10,1852399,1876536,KLF16,minus,83855,KLF transcription factor 16
NC_000019.10,1876810,1885496,ABHD17A,minus,81926,"abhydrolase domain containing 17A, depalmitoylase"
NC_000019.10,1905399,1926013,SCAMP4,plus,113178,secretory carrier membrane protein 4
NC_000019.10,1905399,1913447,ADAT3,plus,113179,adenosine deaminase tRNA specific 3
NC_000019.10,1940114,1941074,LOC105372238,minus,105372238,uncharacterized LOC105372238
NC_000019.10,1941172,1981338,CSNK1G2,plus,1455,casein kinase 1 gamma 2
NC_000019.10,1952527,1954549,CSNK1G2-AS1,minus,255193,CSNK1G2 antisense RNA 1
NC_000019.10,1985448,2015714,BTBD2,minus,55643,BTB domain containing 2
NC_000019.10,1987692,1990370,LOC124904610,plus,124904610,uncharacterized LOC124904610
NC_000019.10,2016345,2034881,LOC107985278,minus,107985278,uncharacterized LOC107985278
NC_000019.10,2037471,2051244,MKNK2,minus,2872,MAPK interacting serine/threonine kinase 2
NC_000019.10,2071036,2096515,MOB3A,minus,126308,MOB kinase activator 3A
NC_000019.10,2096915,2099590,IZUMO4,plus,113177,IZUMO family member 4
NC_000019.10,2100988,2164616,AP3D1,minus,8943,adaptor related protein complex 3 subunit delta 1
NC_000019.10,2163933,2232578,DOT1L,plus,84444,DOT1 like histone lysine methyltransferase
NC_000019.10,2212028,2215565,LOC124904611,minus,124904611,uncharacterized LOC124904611
NC_000019.10,2229981,2236329,PLEKHJ1,minus,55111,pleckstrin homology domain containing J1
NC_000019.10,2234062,2234149,MIR1227,minus,100302283,microRNA 1227
NC_000019.10,2235829,2235926,MIR6789,minus,102466736,microRNA 6789
NC_000019.10,2236824,2248655,SF3A2,plus,8175,splicing factor 3a subunit 2
NC_000019.10,2249323,2252073,AMH,plus,268,anti-Mullerian hormone
NC_000019.10,2250639,2250718,MIR4321,plus,100423031,microRNA 4321
NC_000019.10,2252252,2256417,JSRP1,minus,126306,junctional sarcoplasmic reticulum protein 1
NC_000019.10,2268493,2269253,LOC105372240,minus,105372240,uncharacterized LOC105372240
NC_000019.10,2269486,2273488,OAZ1,plus,4946,ornithine decarboxylase antizyme 1
NC_000019.10,2274631,2282175,PEAK3,minus,374872,PEAK family member 3
NC_000019.10,2287164,2308154,LINGO3,minus,645191,leucine rich repeat and Ig domain containing 3
NC_000019.10,2302132,2304225,LOC101928572,plus,101928572,uncharacterized LOC101928572
NC_000019.10,2321521,2328586,LSM7,minus,51690,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
NC_000019.10,2328684,2355095,SPPL2B,plus,56928,signal peptide peptidase like 2B
NC_000019.10,2360265,2426261,TMPRSS9,plus,360200,transmembrane serine protease 9
NC_000019.10,2416825,2418008,LOC124904612,minus,124904612,uncharacterized LOC124904612
NC_000019.10,2425625,2427586,TIMM13,minus,26517,translocase of inner mitochondrial membrane 13
NC_000019.10,2428166,2456959,LMNB2,minus,84823,lamin B2
NC_000019.10,2434914,2435000,MIR7108,minus,102466806,microRNA 7108
NC_000019.10,2458937,2462185,LINC01775,minus,101928602,long intergenic non-protein coding RNA 1775
NC_000019.10,2476127,2478257,GADD45B,plus,4616,growth arrest and DNA damage inducible beta
NC_000019.10,2491706,2494782,LOC124904614,minus,124904614,uncharacterized LOC124904614
NC_000019.10,2503047,2503141,RNU6-993P,minus,106480005,"RNA, U6 small nuclear 993, pseudogene"
NC_000019.10,2511219,2702694,GNG7,minus,2788,G protein subunit gamma 7
NC_000019.10,2511840,2513571,LOC124904789,minus,124904789,uncharacterized LOC124904789
NC_000019.10,2537735,2539309,ELOCP28,plus,100287483,elongin C pseudogene 28
NC_000019.10,2595019,2595291,RN7SL121P,minus,106479265,"RNA, 7SL, cytoplasmic 121, pseudogene"
NC_000019.10,2630715,2630793,MIR7850,plus,102465838,microRNA 7850
NC_000019.10,2714567,2721372,DIRAS1,minus,148252,DIRAS family GTPase 1
NC_000019.10,2732524,2740076,SLC39A3,minus,29985,solute carrier family 39 member 3
NC_000019.10,2754715,2783273,SGTA,minus,6449,small glutamine rich tetratricopeptide repeat co-chaperone alpha
NC_000019.10,2785503,2815807,THOP1,plus,7064,thimet oligopeptidase 1
NC_000019.10,2819868,2836735,ZNF554,plus,115196,zinc finger protein 554
NC_000019.10,2841475,2860471,ZNF555,plus,148254,zinc finger protein 555
NC_000019.10,2867335,2883445,ZNF556,plus,80032,zinc finger protein 556
NC_000019.10,2874808,2876069,RPL35AP38,minus,107985264,ribosomal protein L35a pseudogene 38
NC_000019.10,2896596,2897226,LOC100419704,minus,100419704,zinc finger protein 57 pseudogene
NC_000019.10,2900928,2918473,ZNF57,plus,126295,zinc finger protein 57
NC_000019.10,2933218,2944971,ZNF77,minus,58492,zinc finger protein 77
NC_000019.10,2977401,2995179,TLE6,plus,79816,"TLE family member 6, subcortical maternal complex member"
NC_000019.10,2997644,3047635,TLE2,minus,7089,"TLE family member 2, transcriptional corepressor"
NC_000019.10,3052910,3062966,TLE5,minus,166,"TLE family member 5, transcriptional modulator"
NC_000019.10,3065946,3075474,LOC105372242,minus,105372242,uncharacterized LOC105372242
NC_000019.10,3094362,3123999,GNA11,plus,2767,G protein subunit alpha 11
NC_000019.10,3124312,3126631,LOC124904615,minus,124904615,uncharacterized LOC124904615
NC_000019.10,3130670,3131437,RPL35P10,plus,390876,ribosomal protein L35 pseudogene 10
NC_000019.10,3136033,3163749,GNA15,plus,2769,G protein subunit alpha 15
NC_000019.10,3141576,3155175,GNA15-DT,minus,100996351,GNA15 divergent transcript
NC_000019.10,3178769,3180332,S1PR4,plus,8698,sphingosine-1-phosphate receptor 4
NC_000019.10,3185930,3209575,NCLN,plus,56926,nicalin
NC_000019.10,3224661,3297076,CELF5,plus,60680,CUGBP Elav-like family member 5
NC_000019.10,3296765,3306902,LOC105372244,minus,105372244,uncharacterized LOC105372244
NC_000019.10,3359630,3469217,NFIC,plus,4782,nuclear factor I C
NC_000019.10,3473986,3480525,SMIM24,minus,284422,small integral membrane protein 24
NC_000019.10,3482110,3483441,SMIM44,minus,122405565,small integral membrane protein 44
NC_000019.10,3482978,3491361,LOC105372246,plus,105372246,uncharacterized LOC105372246
NC_000019.10,3490824,3500674,DOHH,minus,83475,deoxyhypusine hydroxylase
NC_000019.10,3496115,3501051,LOC105372245,plus,105372245,uncharacterized LOC105372245
NC_000019.10,3506311,3538334,FZR1,plus,51343,fizzy and cell division cycle 20 related 1
NC_000019.10,3518163,3525028,LOC124904617,minus,124904617,uncharacterized LOC124904617
NC_000019.10,3538275,3557586,MFSD12,minus,126321,major facilitator superfamily domain containing 12
NC_000019.10,3539174,3544030,TEKTIP1,plus,100128569,tektin bundle interacting protein 1
NC_000019.10,3570787,3573817,LOC124904618,minus,124904618,uncharacterized LOC124904618
NC_000019.10,3572944,3579083,HMG20B,plus,10362,high mobility group 20B
NC_000019.10,3585478,3593541,GIPC3,plus,126326,GIPC PDZ domain containing family member 3
NC_000019.10,3594507,3606875,TBXA2R,minus,6915,thromboxane A2 receptor
NC_000019.10,3607247,3613930,CACTIN-AS1,plus,404665,CACTIN antisense RNA 1
NC_000019.10,3610645,3626790,CACTIN,minus,58509,"cactin, spliceosome C complex subunit"
NC_000019.10,3630183,3700468,PIP5K1C,minus,23396,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
NC_000019.10,3708384,3750813,TJP3,plus,27134,tight junction protein 3
NC_000019.10,3750772,3761692,APBA3,minus,9546,amyloid beta precursor protein binding family A member 3
NC_000019.10,3761754,3762640,LOC105372248,minus,105372248,uncharacterized LOC105372248
NC_000019.10,3762682,3767565,MRPL54,plus,116541,mitochondrial ribosomal protein L54
NC_000019.10,3769089,3772228,RAX2,minus,84839,retina and anterior neural fold homeobox 2
NC_000019.10,3777973,3801799,MATK,minus,4145,megakaryocyte-associated tyrosine kinase
NC_000019.10,3804024,3869038,ZFR2,minus,23217,zinc finger RNA binding protein 2
NC_000019.10,3870794,3872207,FTLP5,plus,100131661,ferritin light chain pseudogene 5
NC_000019.10,3880685,3928082,ATCAY,plus,85300,ATCAY kinesin light chain interacting caytaxin
NC_000019.10,3920245,3920506,RN7SL202P,minus,106479295,"RNA, 7SL, cytoplasmic 202, pseudogene"
NC_000019.10,3933069,3942416,NMRK2,plus,27231,nicotinamide riboside kinase 2
NC_000019.10,3958453,3971099,DAPK3,minus,1613,death associated protein kinase 3
NC_000019.10,3961414,3961512,MIR637,minus,693222,microRNA 637
NC_000019.10,3976056,3985463,EEF2,minus,1938,eukaryotic translation elongation factor 2
NC_000019.10,3982507,3982572,SNORD37,minus,26812,"small nucleolar RNA, C/D box 37"
NC_000019.10,4007736,4039386,PIAS4,plus,51588,protein inhibitor of activated STAT 4
NC_000019.10,4043303,4066899,ZBTB7A,minus,51341,zinc finger and BTB domain containing 7A
NC_000019.10,4090321,4124122,MAP2K2,minus,5605,mitogen-activated protein kinase kinase 2
NC_000019.10,4153631,4173054,CREB3L3,plus,84699,cAMP responsive element binding protein 3 like 3
NC_000019.10,4174109,4182563,SIRT6,minus,51548,sirtuin 6
NC_000019.10,4182689,4224814,ANKRD24,plus,170961,ankyrin repeat domain 24
NC_000019.10,4229523,4237528,EBI3,plus,10148,Epstein-Barr virus induced 3
NC_000019.10,4247080,4269088,YJU2,plus,55702,YJU2 splicing factor homolog
NC_000019.10,4279069,4290722,SHD,plus,56961,Src homology 2 domain containing transforming protein D
NC_000019.10,4292227,4302389,TMIGD2,minus,126259,transmembrane and immunoglobulin domain containing 2
NC_000019.10,4304598,4323836,FSD1,plus,79187,fibronectin type III and SPRY domain containing 1
NC_000019.10,4324043,4338827,STAP2,minus,55620,signal transducing adaptor family member 2
NC_000019.10,4343562,4360078,MPND,plus,84954,MPN domain containing
NC_000019.10,4347580,4349083,EIF1P6,minus,106480277,eukaryotic translation initiation factor 1 pseudogene 6
NC_000019.10,4360370,4400547,SH3GL1,minus,6455,"SH3 domain containing GRB2 like 1, endophilin A2"
NC_000019.10,4402640,4450830,CHAF1A,plus,10036,chromatin assembly factor 1 subunit A
NC_000019.10,4445006,4457879,UBXN6,minus,80700,UBX domain protein 6
NC_000019.10,4445978,4446048,MIR4746,plus,100616371,microRNA 4746
NC_000019.10,4472297,4502207,HDGFL2,plus,84717,HDGF like 2
NC_000019.10,4502192,4518486,PLIN4,minus,729359,perilipin 4
NC_000019.10,4522531,4535224,PLIN5,minus,440503,perilipin 5
NC_000019.10,4536402,4540036,LRG1,minus,116844,leucine rich alpha-2-glycoprotein 1
NC_000019.10,4542593,4559684,SEMA6B,minus,10501,semaphorin 6B
NC_000019.10,4580561,4586064,LOC105372249,plus,105372249,uncharacterized LOC105372249
NC_000019.10,4621544,4622357,LOC100287614,plus,100287614,ribosomal protein S10 pseudogene
NC_000019.10,4639516,4655568,TNFAIP8L1,plus,126282,TNF alpha induced protein 8 like 1
NC_000019.10,4657545,4670342,MYDGF,minus,56005,myeloid derived growth factor
NC_000019.10,4675227,4723842,DPP9,minus,91039,dipeptidyl peptidase 9
NC_000019.10,4679282,4685948,DPP9-AS1,plus,100131094,DPP9 antisense RNA 1
NC_000019.10,4722880,4725587,LOC105372250,plus,105372250,uncharacterized LOC105372250
NC_000019.10,4724070,4724141,TRG-TCC1-1,plus,7197,tRNA-Gly (anticodon TCC) 1-1
NC_000019.10,4724635,4724707,TRV-CAC3-1,minus,100189416,tRNA-Val (anticodon CAC) 3-1
NC_000019.10,4769105,4772556,MIR7-3HG,plus,284424,MIR7-3 host gene
NC_000019.10,4770670,4770779,MIR7-3,plus,407045,microRNA 7-3
NC_000019.10,4785065,4791292,LOC124904620,minus,124904620,uncharacterized LOC124904620
NC_000019.10,4791734,4801273,FEM1A,plus,55527,fem-1 homolog A
NC_000019.10,4815932,4831712,TICAM1,minus,148022,TIR domain containing adaptor molecule 1
NC_000019.10,4838341,4867667,PLIN3,minus,10226,perilipin 3
NC_000019.10,4890437,4916820,ARRDC5,minus,645432,arrestin domain containing 5
NC_000019.10,4903080,4962154,UHRF1,plus,29128,ubiquitin like with PHD and ring finger domains 1
NC_000019.10,4932687,4932740,MIR4747,plus,100616337,microRNA 4747
NC_000019.10,4969113,5153598,KDM4B,plus,23030,lysine demethylase 4B
NC_000019.10,5177746,5178464,PTPRS-AS1,plus,125177377,PTPRS antisense RNA 1
NC_000019.10,5205508,5340812,PTPRS,minus,5802,protein tyrosine phosphatase receptor type S
NC_000019.10,5277681,5278184,RPL32P34,plus,100133162,ribosomal protein L32 pseudogene 34
NC_000019.10,5293418,5294683,LOC105372253,plus,105372253,uncharacterized LOC105372253
NC_000019.10,5336495,5338066,LOC105372252,plus,105372252,uncharacterized LOC105372252
NC_000019.10,5455417,5456856,ZNRF4,plus,148066,zinc and ring finger 4
NC_000019.10,5481978,5487643,LOC124904622,minus,124904622,uncharacterized LOC124904622
NC_000019.10,5558167,5567953,TINCR,minus,257000,TINCR ubiquitin domain containing
NC_000019.10,5576486,5576951,SNRPEP4,minus,100130109,SNRPE pseudogene 4
NC_000019.10,5586999,5622776,SAFB2,minus,9667,scaffold attachment factor B2
NC_000019.10,5623083,5668478,SAFB,plus,6294,scaffold attachment factor B
NC_000019.10,5672808,5678329,LOC107985320,plus,107985320,uncharacterized LOC107985320
NC_000019.10,5678422,5680516,MICOS13,minus,125988,mitochondrial contact site and cristae organizing system subunit 13
NC_000019.10,5681027,5688522,HSD11B1L,plus,374875,hydroxysteroid 11-beta dehydrogenase 1 like
NC_000019.10,5690295,5691875,RPL36,plus,25873,ribosomal protein L36
NC_000019.10,5691834,5720452,LONP1,minus,9361,"lon peptidase 1, mitochondrial"
NC_000019.10,5720637,5778734,CATSPERD,plus,257062,cation channel sperm associated auxiliary subunit delta
NC_000019.10,5782960,5784746,PRR22,minus,163154,proline rich 22
NC_000019.10,5785140,5791163,DUS3L,minus,56931,dihydrouridine synthase 3 like
NC_000019.10,5805067,5828324,NRTN,plus,4902,neurturin
NC_000019.10,5830408,5839702,FUT6,minus,2528,fucosyltransferase 6
NC_000019.10,5842888,5857122,FUT3,minus,2525,fucosyltransferase 3 (Lewis blood group)
NC_000019.10,5847467,5858239,LOC101928844,plus,101928844,uncharacterized LOC101928844
NC_000019.10,5865826,5870540,FUT5,minus,2527,fucosyltransferase 5
NC_000019.10,5891229,5903790,NDUFA11,minus,126328,NADH:ubiquinone oxidoreductase subunit A11
NC_000019.10,5904872,5910853,VMAC,plus,400673,vimentin type intermediate filament associated coiled-coil protein
NC_000019.10,5914254,5916211,CAPS,plus,828,calcyphosine
NC_000019.10,5916139,5978140,RANBP3,minus,8498,RAN binding protein 3
NC_000019.10,5978403,6020363,RANBP3-DT,plus,100128568,RANBP3 divergent transcript
NC_000019.10,5993164,6110500,RFX2,minus,5990,regulatory factor X2
NC_000019.10,6072768,6073578,RPL32P37,plus,100128144,ribosomal protein L32 pseudogene 37
NC_000019.10,6125426,6199524,LOC105372255,minus,105372255,uncharacterized LOC105372255
NC_000019.10,6135633,6193091,ACSBG2,plus,81616,acyl-CoA synthetase bubblegum family member 2
NC_000019.10,6210381,6279975,MLLT1,minus,4298,MLLT1 super elongation complex subunit
NC_000019.10,6306142,6360368,ACER1,minus,125981,alkaline ceramidase 1
NC_000019.10,6361531,6370242,CLPP,plus,8192,caseinolytic mitochondrial matrix peptidase proteolytic subunit
NC_000019.10,6372794,6375250,ALKBH7,plus,84266,alkB homolog 7
NC_000019.10,6375148,6375933,PSPN,minus,5623,persephin
NC_000019.10,6379572,6393164,GTF2F1,minus,2962,general transcription factor IIF subunit 1
NC_000019.10,6389638,6389703,MIR6885,minus,102465533,microRNA 6885
NC_000019.10,6392921,6392983,MIR6790,minus,102465473,microRNA 6790
NC_000019.10,6393769,6412404,LOC390877,plus,390877,adenylate kinase isoenzyme 1-like
NC_000019.10,6413102,6424811,KHSRP,minus,8570,KH-type splicing regulatory protein
NC_000019.10,6416410,6416511,MIR3940,minus,100500888,microRNA 3940
NC_000019.10,6426037,6436267,SLC25A41,minus,284427,solute carrier family 25 member 41
NC_000019.10,6436081,6459792,SLC25A23,minus,79085,solute carrier family 25 member 23
NC_000019.10,6463777,6467221,CRB3,plus,92359,crumbs cell polarity complex component 3
NC_000019.10,6467207,6481787,DENND1C,minus,79958,DENN domain containing 1C
NC_000019.10,6494319,6502848,TUBB4A,minus,10382,tubulin beta 4A class IVa
NC_000019.10,6531026,6535924,TNFSF9,plus,8744,TNF superfamily member 9
NC_000019.10,6553753,6554487,TGFBR1P1,minus,100421483,TGFBR1 pseudogene 1
NC_000019.10,6562563,6563983,CLIC4P2,minus,100130584,chloride intracellular channel 4 pseudogene 2
NC_000019.10,6581648,6591150,CD70,minus,970,CD70 molecule
NC_000019.10,6593306,6594137,RPL7P50,plus,729449,ribosomal protein L7 pseudogene 50
NC_000019.10,6661253,6670588,TNFSF14,minus,8740,TNF superfamily member 14
NC_000019.10,6677704,6720650,C3,minus,718,complement C3
NC_000019.10,6729914,6737580,GPR108,minus,56927,G protein-coupled receptor 108
NC_000019.10,6736712,6736778,MIR6791,minus,102465474,microRNA 6791
NC_000019.10,6739680,6751530,TRIP10,plus,9322,thyroid hormone receptor interactor 10
NC_000019.10,6748164,6748587,LOC124904623,minus,124904623,uncharacterized LOC124904623
NC_000019.10,6752160,6767435,SH2D3A,minus,10045,SH2 domain containing 3A
NC_000019.10,6772708,6857361,VAV1,plus,7409,vav guanine nucleotide exchange factor 1
NC_000019.10,6887579,6940450,ADGRE1,plus,2015,adhesion G protein-coupled receptor E1
NC_000019.10,6901992,6938703,LOC105372256,minus,105372256,uncharacterized LOC105372256
NC_000019.10,6950758,6997851,ADGRE4P,minus,326342,"adhesion G protein-coupled receptor E4, pseudogene"
NC_000019.10,7004953,7006415,MARK2P21,minus,497049,MARK2 pseudogene 21
