"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000014.9,19180291,19181271,OR11H13P,plus,440159,olfactory receptor family 11 subfamily H member 13 pseudogene
NC_000014.9,19199763,19200279,LOC100421684,minus,100421684,tetratricopeptide repeat domain 34 pseudogene
NC_000014.9,19228725,19229503,CDRT15P13,minus,642669,CDRT15 pseudogene 13
NC_000014.9,19238523,19239041,LOC100420097,minus,100420097,uncharacterized LOC100420097
NC_000014.9,19245664,19269381,NBEAP6,minus,100418904,neurobeachin pseudogene 6
NC_000014.9,19267048,19268660,TOMM40P1,plus,642661,TOMM40 pseudogene 1
NC_000014.9,19268803,19384288,LINC01297-DUXAP10-NBEAP6,minus,115801414,LINC01297-DUXAP10-NBEAP6 readthrough
NC_000014.9,19294785,19337674,DUXAP10,minus,503639,double homeobox A pseudogene 10
NC_000014.9,19306690,19316914,BMS1P17,plus,101101776,BMS1 pseudogene 17
NC_000014.9,19344329,19384288,LINC01297,minus,115694671,long intergenic non-protein coding RNA 1297
NC_000014.9,19371817,19373496,GRAMD4P3,plus,100631248,GRAM domain containing 4 pseudogene 3
NC_000014.9,19402486,19434341,POTEG,minus,404785,POTE ankyrin domain family member G
NC_000014.9,19421026,19424584,LOC101929572,plus,101929572,uncharacterized LOC101929572
NC_000014.9,19422815,19422921,RNU6-1268P,minus,106480654,"RNA, U6 small nuclear 1268, pseudogene"
NC_000014.9,19455675,19481876,LOC124903277,minus,124903277,uncharacterized LOC124903277
NC_000014.9,19485315,19489687,MED15P1,plus,326615,mediator complex subunit 15 pseudogene 1
NC_000014.9,19492279,19501728,NF1P4,plus,100419029,neurofibromin 1 pseudogene 4
NC_000014.9,19612189,19619479,NF1P11,plus,106481736,neurofibromin 1 pseudogene 11
NC_000014.9,19628891,19630898,LOC107984133,plus,107984133,serine/threonine-protein kinase Nek2-like
NC_000014.9,19666308,19683669,LOC100420171,minus,100420171,fatty acyl-CoA reductase 2 pseudogene
NC_000014.9,19668545,19669052,LOC100422528,minus,100422528,pleckstrin homology domain containing B2 pseudogene
NC_000014.9,19668829,19670000,SSBP3P5,plus,400174,SSBP3 pseudogene 5
NC_000014.9,19677750,19680942,USP10P1,plus,780779,USP10 pseudogene 1
NC_000014.9,19688100,19691396,ARHGAP42P4,plus,254398,ARHGAP42 pseudogene 4
NC_000014.9,19712936,19713883,OR11H2,minus,79334,olfactory receptor family 11 subfamily H member 2
NC_000014.9,19733345,19734292,OR11K2P,minus,401742,olfactory receptor family 11 subfamily K member 2 pseudogene
NC_000014.9,19743571,19752334,OR4Q3,plus,441669,olfactory receptor family 4 subfamily Q member 3
NC_000014.9,19759910,19760788,OR4H12P,plus,161271,olfactory receptor family 4 subfamily H member 12 pseudogene
NC_000014.9,19763907,19764007,LOC124903431,minus,124903431,small nucleolar RNA U13
NC_000014.9,19773504,19783696,OR4M1,plus,441670,olfactory receptor family 4 subfamily M member 1
NC_000014.9,19796254,19797418,OR4N1P,plus,79322,olfactory receptor family 4 subfamily N member 1 pseudogene
NC_000014.9,19803770,19830253,OR4N2,plus,390429,olfactory receptor family 4 subfamily N member 2
NC_000014.9,19847267,19848329,OR4K6P,plus,79314,olfactory receptor family 4 subfamily K member 6 pseudogene
NC_000014.9,19868197,19869173,OR4K3,minus,283617,olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)
NC_000014.9,19875142,19883932,OR4K2,plus,390431,olfactory receptor family 4 subfamily K member 2
NC_000014.9,19902461,19948734,LOC124903278,minus,124903278,uncharacterized LOC124903278
NC_000014.9,19905712,19906644,OR4K4P,plus,79318,olfactory receptor family 4 subfamily K member 4 pseudogene
NC_000014.9,19907999,19908645,LOC100421751,minus,100421751,ATPase Na+/K+ transporting subunit beta 3 pseudogene
NC_000014.9,19920263,19936757,OR4K1,plus,79544,olfactory receptor family 4 subfamily K member 1
NC_000014.9,19920607,19921578,OR4K5,plus,79317,olfactory receptor family 4 subfamily K member 5
NC_000014.9,19956547,19957554,OR4K16P,plus,81126,olfactory receptor family 4 subfamily K member 16 pseudogene
NC_000014.9,19975591,19976565,OR4K15,plus,81127,olfactory receptor family 4 subfamily K member 15
NC_000014.9,20002163,20003105,OR4Q2,plus,390432,olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)
NC_000014.9,20014143,20019307,OR4K14,minus,122740,olfactory receptor family 4 subfamily K member 14
NC_000014.9,20029399,20036038,OR4K13,minus,390433,olfactory receptor family 4 subfamily K member 13
NC_000014.9,20043916,20044855,OR4U1P,plus,390434,olfactory receptor family 4 subfamily U member 1 pseudogene
NC_000014.9,20060045,20060983,OR4L1,plus,122742,olfactory receptor family 4 subfamily L member 1
NC_000014.9,20090130,20090227,RNA5SP380,plus,100873636,"RNA, 5S ribosomal pseudogene 380"
NC_000014.9,20093356,20094276,OR4T1P,plus,390435,olfactory receptor family 4 subfamily T member 1 pseudogene
NC_000014.9,20110739,20122199,OR4K17,plus,390436,olfactory receptor family 4 subfamily K member 17
NC_000014.9,20138820,20145471,OR4N5,plus,390437,olfactory receptor family 4 subfamily N member 5
NC_000014.9,20149235,20149872,PSMB7P1,plus,100422289,PSMB7 pseudogene 1
NC_000014.9,20173632,20173813,GTF2IP22,minus,106480347,general transcription factor IIi pseudogene 22
NC_000014.9,20179127,20180135,OR11G1P,plus,390438,olfactory receptor family 11 subfamily G member 1 pseudogene
NC_000014.9,20183925,20184298,OR11P1P,minus,282795,olfactory receptor family 11 subfamily P member 1 pseudogene
NC_000014.9,20190896,20201075,OR11G2,plus,390439,olfactory receptor family 11 subfamily G member 2
NC_000014.9,20209298,20210196,OR11H5P,plus,390440,olfactory receptor family 11 subfamily H member 5 pseudogene
NC_000014.9,20223710,20224702,OR11H6,plus,122748,olfactory receptor family 11 subfamily H member 6
NC_000014.9,20228981,20230749,OR11H7,plus,390441,olfactory receptor family 11 subfamily H member 7 (gene/pseudogene)
NC_000014.9,20239286,20244349,OR11H4,plus,390442,olfactory receptor family 11 subfamily H member 4
NC_000014.9,20256385,20268895,LOC124903279,minus,124903279,uncharacterized LOC124903279
NC_000014.9,20286227,20305951,TTC5,minus,91875,tetratricopeptide repeat domain 5
NC_000014.9,20311370,20333279,CCNB1IP1,minus,57820,cyclin B1 interacting protein 1
NC_000014.9,20323179,20323326,SNORA79B,minus,109616976,"small nucleolar RNA, H/ACA box 79B"
NC_000014.9,20326441,20326539,SNORD126,minus,100113391,"small nucleolar RNA, C/D box 126"
NC_000014.9,20343071,20343411,RPPH1,minus,85495,ribonuclease P RNA component H1
NC_000014.9,20343635,20357904,PARP2,plus,10038,poly(ADP-ribose) polymerase 2
NC_000014.9,20365667,20413501,TEP1,minus,7011,telomerase associated protein 1
NC_000014.9,20414987,20415098,RNA5SP382,plus,100873637,"RNA, 5S ribosomal pseudogene 382"
NC_000014.9,20425852,20436166,KLHL33,minus,123103,kelch like family member 33
NC_000014.9,20438504,20439449,LOC100422510,plus,100422510,solute carrier family 12 member 3 pseudogene
NC_000014.9,20446401,20454812,OSGEP,minus,55644,O-sialoglycoprotein endopeptidase
NC_000014.9,20455226,20457767,APEX1,plus,328,apurinic/apyrimidinic endodeoxyribonuclease 1
NC_000014.9,20457681,20461434,PIP4P1,minus,90809,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1"
NC_000014.9,20469406,20477089,PNP,plus,4860,purine nucleoside phosphorylase
NC_000014.9,20504233,20513884,RNASE10,plus,338879,ribonuclease A family member 10 (inactive)
NC_000014.9,20524089,20525407,PTCD2P1,minus,100131302,pentatricopeptide repeat domain 2 pseudogene 1
NC_000014.9,20527937,20529025,SETP1,minus,100133314,SET pseudogene 1
NC_000014.9,20556093,20561047,RNASE9,minus,390443,ribonuclease A family member 9 (inactive)
NC_000014.9,20582892,20590257,RNASE11,minus,122651,ribonuclease A family member 11 (inactive)
NC_000014.9,20588224,20607221,RNASE11-AS1,plus,254028,RNASE11 and RNASE12 antisense RNA 1
NC_000014.9,20590073,20591376,RNASE12,minus,493901,ribonuclease A family member 12 (inactive)
NC_000014.9,20609336,20609407,TRP-AGG2-5,minus,7217,tRNA-Pro (anticodon AGG) 2-5
NC_000014.9,20609814,20610627,LOC124903280,plus,124903280,uncharacterized LOC124903280
NC_000014.9,20610132,20610213,TRL-AAG2-3,plus,7207,tRNA-Leu (anticodon AAG) 2-3
NC_000014.9,20613401,20613472,TRP-AGG2-6,minus,7218,tRNA-Pro (anticodon AGG) 2-6
NC_000014.9,20613790,20613862,TRT-TGT3-1,minus,7237,tRNA-Thr (anticodon TGT) 3-1
NC_000014.9,20616644,20616991,RPS26P9,minus,446209,ribosomal protein S26 pseudogene 9
NC_000014.9,20625370,20625451,TRL-TAG2-1,plus,100189151,tRNA-Leu (anticodon TAG) 2-1
NC_000014.9,20631160,20631232,TRT-TGT4-1,minus,100189419,tRNA-Thr (anticodon TGT) 4-1
NC_000014.9,20633006,20633077,TRP-TGG1-1,plus,100189286,tRNA-Pro (anticodon TGG) 1-1
NC_000014.9,20640696,20641691,OR6S1,minus,341799,olfactory receptor family 6 subfamily S member 1
NC_000014.9,20653099,20653192,TRY-GTA5-3,minus,100189424,tRNA-Tyr (anticodon GTA) 5-3
NC_000014.9,20653312,20662413,LOC124903281,plus,124903281,uncharacterized LOC124903281
NC_000014.9,20657464,20657557,TRY-GTA4-1,minus,100189405,tRNA-Tyr (anticodon GTA) 4-1
NC_000014.9,20659958,20660051,TRY-GTA7-1,minus,100009601,tRNA-Tyr (anticodon GTA) 7-1
NC_000014.9,20663192,20663285,TRY-GTA5-4,minus,100009602,tRNA-Tyr (anticodon GTA) 5-4
NC_000014.9,20677019,20677100,TRL-TAG4-1,minus,100189441,tRNA-Leu (anticodon TAG) 4-1
NC_000014.9,20681690,20681762,TRT-TGT5-1,plus,100189263,tRNA-Thr (anticodon TGT) 5-1
NC_000014.9,20683273,20683361,TRY-GTA5-5,plus,100189001,tRNA-Tyr (anticodon GTA) 5-5
NC_000014.9,20684016,20684087,TRP-TGG3-2,plus,100189088,tRNA-Pro (anticodon TGG) 3-2
NC_000014.9,20684177,20694186,ANG,plus,283,angiogenin
NC_000014.9,20684560,20701216,RNASE4,plus,6038,ribonuclease A family member 4
NC_000014.9,20693480,20706941,EGILA,minus,116435281,EGFR interacting lncRNA
NC_000014.9,20709793,20715723,LOC124903282,minus,124903282,uncharacterized LOC124903282
NC_000014.9,20720815,20723341,RANBP20P,minus,326627,RAN binding protein 20 pseudogene
NC_000014.9,20725952,20800529,LOC107984671,minus,107984671,uncharacterized LOC107984671
NC_000014.9,20734559,20735351,EDDM3DP,plus,100128220,"epididymal protein 3D, pseudogene"
NC_000014.9,20735946,20748380,EDDM3A,plus,10876,epididymal protein 3A
NC_000014.9,20768404,20770948,EDDM3B,plus,64184,epididymal protein 3B
NC_000014.9,20781070,20782467,RNASE6,plus,6039,ribonuclease A family member 6
NC_000014.9,20791448,20809901,LOC105370397,plus,105370397,uncharacterized LOC105370397
NC_000014.9,20801228,20802844,RNASE1,minus,6035,"ribonuclease A family member 1, pancreatic"
NC_000014.9,20870235,20936823,LOC100507513,minus,100507513,uncharacterized LOC100507513
NC_000014.9,20891385,20892348,RNASE3,plus,6037,ribonuclease A family member 3
NC_000014.9,20919341,20920176,RNASE2CP,plus,643332,"ribonuclease A family member 2C, pseudogene"
NC_000014.9,20955487,20956436,RNASE2,plus,6036,ribonuclease A family member 2
NC_000014.9,20963579,20963867,RN7SL189P,plus,106480973,"RNA, 7SL, cytoplasmic 189, pseudogene"
NC_000014.9,20983089,20983565,LOC100130571,minus,100130571,coiled-coil domain containing 107 pseudogene
NC_000014.9,20989980,20997035,METTL17,plus,64745,methyltransferase like 17
NC_000014.9,20995837,20999163,LOC101929718,minus,101929718,uncharacterized LOC101929718
NC_000014.9,20999293,21001871,SLC39A2,plus,29986,solute carrier family 39 member 2
NC_000014.9,21016763,21070872,NDRG2,minus,57447,NDRG family member 2
NC_000014.9,21023314,21023386,MIR6717,minus,102465428,microRNA 6717
NC_000014.9,21024299,21036352,TPPP2,plus,122664,tubulin polymerization promoting protein family member 2
NC_000014.9,21032818,21034807,RNASE13,minus,440163,ribonuclease A family member 13 (inactive)
NC_000014.9,21042362,21044233,RNASE7,plus,84659,ribonuclease A family member 7
NC_000014.9,21046397,21048695,LOC105370398,minus,105370398,uncharacterized LOC105370398
NC_000014.9,21057822,21058455,RNASE8,plus,122665,ribonuclease A family member 8
NC_000014.9,21061264,21090248,ARHGEF40,plus,55701,Rho guanine nucleotide exchange factor 40
NC_000014.9,21090077,21104722,ZNF219,minus,51222,zinc finger protein 219
NC_000014.9,21098836,21103724,TMEM253,plus,643382,transmembrane protein 253
NC_000014.9,21110912,21113214,CKAP2P1,minus,100420763,cytoskeleton associated protein 2 pseudogene 1
NC_000014.9,21113639,21113745,RNU6-252P,minus,106480564,"RNA, U6 small nuclear 252, pseudogene"
NC_000014.9,21118348,21124925,LOC112268132,minus,112268132,histone demethylase UTY-like
NC_000014.9,21135383,21135876,LOC105378175,minus,105378175,uncharacterized LOC105378175
NC_000014.9,21154865,21156063,OR5AU1,minus,390445,olfactory receptor family 5 subfamily AU member 1
NC_000014.9,21162422,21163807,SMARCE1P3,plus,401744,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 3"
NC_000014.9,21184341,21184960,LOC100129923,minus,100129923,myoneurin pseudogene
NC_000014.9,21200079,21206900,LINC00641,minus,283624,long intergenic non-protein coding RNA 641
NC_000014.9,21209147,21269442,HNRNPC,minus,3183,heterogeneous nuclear ribonucleoprotein C
NC_000014.9,21280083,21351301,RPGRIP1,plus,57096,RPGR interacting protein 1
NC_000014.9,21291239,21291583,MRPS17P6,plus,359759,mitochondrial ribosomal protein S17 pseudogene 6
NC_000014.9,21351476,21384019,SUPT16H,minus,11198,"SPT16 homolog, facilitates chromatin remodeling subunit"
NC_000014.9,21384273,21391806,LOC107984643,plus,107984643,uncharacterized LOC107984643
NC_000014.9,21385199,21456123,CHD8,minus,57680,chromodomain helicase DNA binding protein 8
NC_000014.9,21392151,21392253,SNORD9,minus,692053,"small nucleolar RNA, C/D box 9"
NC_000014.9,21397293,21397401,SNORD8,minus,319103,"small nucleolar RNA, C/D box 8"
NC_000014.9,21398888,21399227,UBA52P2,plus,7313,ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 2
NC_000014.9,21419600,21420407,EIF4EBP1P1,plus,326295,eukaryotic translation initiation factor 4E binding protein 1 pseudogene 1
NC_000014.9,21429508,21429806,RN7SL650P,minus,106480523,"RNA, 7SL, cytoplasmic 650, pseudogene"
NC_000014.9,21456397,21465870,LOC124903283,plus,124903283,uncharacterized LOC124903283
NC_000014.9,21459020,21476959,RAB2B,minus,84932,"RAB2B, member RAS oncogene family"
NC_000014.9,21477195,21499170,TOX4,plus,9878,TOX high mobility group box family member 4
NC_000014.9,21498138,21511340,METTL3,minus,56339,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit"
NC_000014.9,21521080,21537121,SALL2,minus,6297,spalt like transcription factor 2
NC_000014.9,21563757,21566331,RBBP4P5,plus,100288451,RBBP4 pseudogene 5
NC_000014.9,21568520,21580076,OR10G3,minus,26533,olfactory receptor family 10 subfamily G member 3
NC_000014.9,21585089,21586426,ACTR3P1,minus,100288580,ACTR3 pseudogene 1
NC_000014.9,21601720,21602914,OR10G1P,minus,26540,olfactory receptor family 10 subfamily G member 1 pseudogene
NC_000014.9,21611773,21612444,UBE2NP1,minus,100288613,ubiquitin conjugating enzyme E2 N pseudogene 1
NC_000014.9,21621904,22552132,TRA,plus,6955,T cell receptor alpha locus
NC_000014.9,21621904,21622567,TRAV1-1,plus,28693,T cell receptor alpha variable 1-1
NC_000014.9,21633836,21634940,OR10G2,minus,26534,olfactory receptor family 10 subfamily G member 2
NC_000014.9,21642973,21643586,TRAV1-2,plus,28692,T cell receptor alpha variable 1-2
NC_000014.9,21647717,21650405,ARL6IP1P1,minus,100288702,ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 1
NC_000014.9,21653835,21667642,OR4E2,plus,26686,olfactory receptor family 4 subfamily E member 2
NC_000014.9,21667886,21673818,OR4E1,minus,26687,olfactory receptor family 4 subfamily E member 1
NC_000014.9,21712331,21712843,TRAV2,plus,28691,T cell receptor alpha variable 2
NC_000014.9,21723889,21724321,TRAV3,plus,28690,T cell receptor alpha variable 3
NC_000014.9,21736219,21736982,TRAV4,plus,28689,T cell receptor alpha variable 4
NC_000014.9,21749190,21749705,TRAV5,plus,28688,T cell receptor alpha variable 5
NC_000014.9,21750212,21751630,RPL4P1,plus,650808,ribosomal protein L4 pseudogene 1
NC_000014.9,21768553,21769080,TRAV6,plus,6956,T cell receptor alpha variable 6
NC_000014.9,21782993,21783503,TRAV7,plus,28686,T cell receptor alpha variable 7
NC_000014.9,21797419,21797886,TRAV8-1,plus,28685,T cell receptor alpha variable 8-1
NC_000014.9,21811502,21811977,TRAV9-1,plus,28678,T cell receptor alpha variable 9-1
NC_000014.9,21825508,21826075,TRAV10,plus,28676,T cell receptor alpha variable 10
NC_000014.9,21829539,21830070,TRAV11,plus,28675,T cell receptor alpha variable 11 (pseudogene)
NC_000014.9,21841243,21841774,TRAV12-1,plus,28674,T cell receptor alpha variable 12-1
NC_000014.9,21846762,21847221,TRAV8-2,plus,28684,T cell receptor alpha variable 8-2
NC_000014.9,21852558,21853006,TRAV8-3,plus,28683,T cell receptor alpha variable 8-3
NC_000014.9,21868862,21869365,TRAV13-1,plus,28671,T cell receptor alpha variable 13-1
NC_000014.9,21887959,21888502,TRAV12-2,plus,28673,T cell receptor alpha variable 12-2
NC_000014.9,21894561,21895030,TRAV8-4,plus,28682,T cell receptor alpha variable 8-4
NC_000014.9,21903077,21904598,TRAV8-5,plus,28681,T cell receptor alpha variable 8-5 (pseudogene)
NC_000014.9,21918258,21918756,TRAV13-2,plus,28670,T cell receptor alpha variable 13-2
NC_000014.9,21924138,21924651,TRAV14DV4,plus,28669,T cell receptor alpha variable 14/delta variable 4
NC_000014.9,21941184,21941657,TRAV9-2,plus,28677,T cell receptor alpha variable 9-2
NC_000014.9,21950127,21950654,TRAV15,plus,28668,T cell receptor alpha variable 15 (pseudogene)
NC_000014.9,21965507,21966061,TRAV12-3,plus,28672,T cell receptor alpha variable 12-3
NC_000014.9,21978679,21979120,TRAV8-6,plus,28680,T cell receptor alpha variable 8-6
NC_000014.9,21990496,21990938,TRAV16,plus,28667,T cell receptor alpha variable 16
NC_000014.9,21997686,21998168,TRAV17,plus,28666,T cell receptor alpha variable 17
NC_000014.9,22003211,22003673,TRAV18,plus,28665,T cell receptor alpha variable 18
NC_000014.9,22007629,22008181,TRAV19,plus,28664,T cell receptor alpha variable 19
NC_000014.9,22011876,22014962,LOC100419912,plus,100419912,spalt like transcription factor 4 pseudogene
NC_000014.9,22040663,22041153,TRAV20,plus,28663,T cell receptor alpha variable 20
NC_000014.9,22052521,22053056,TRAV21,plus,28662,T cell receptor alpha variable 21
NC_000014.9,22070690,22071208,TRAV22,plus,28661,T cell receptor alpha variable 22
NC_000014.9,22086452,22086961,TRAV23DV6,plus,28660,T cell receptor alpha variable 23/delta variable 6
NC_000014.9,22096050,22096619,TRDV1,plus,28518,T cell receptor delta variable 1
NC_000014.9,22105343,22105846,TRAV24,plus,28659,T cell receptor alpha variable 24
NC_000014.9,22112423,22113031,TRAV25,plus,28658,T cell receptor alpha variable 25
NC_000014.9,22123527,22124285,TRAV26-1,plus,28657,T cell receptor alpha variable 26-1
NC_000014.9,22132553,22133034,TRAV8-7,plus,28679,T cell receptor alpha variable 8-7 (pseudogene)
NC_000014.9,22148092,22148633,TRAV27,plus,28655,T cell receptor alpha variable 27
NC_000014.9,22155079,22155638,TRAV28,plus,28654,T cell receptor alpha variable 28 (pseudogene)
NC_000014.9,22163349,22163870,TRAV29DV5,plus,28653,T cell receptor alpha variable 29/delta variable 5
NC_000014.9,22166850,22173381,LOC124903284,minus,124903284,uncharacterized LOC124903284
NC_000014.9,22168429,22168988,TRAV30,plus,28652,T cell receptor alpha variable 30
NC_000014.9,22177273,22177864,TRAV31,plus,28651,T cell receptor alpha variable 31 (pseudogene)
NC_000014.9,22185562,22186061,TRAV32,plus,28650,T cell receptor alpha variable 32 (pseudogene)
NC_000014.9,22190158,22190714,TRAV33,plus,28649,T cell receptor alpha variable 33 (pseudogene)
NC_000014.9,22202583,22203368,TRAV26-2,plus,28656,T cell receptor alpha variable 26-2
NC_000014.9,22207534,22208129,TRAV34,plus,28648,T cell receptor alpha variable 34
NC_000014.9,22221896,22222475,TRAV35,plus,28647,T cell receptor alpha variable 35
NC_000014.9,22226762,22227254,TRAV36DV7,plus,28646,T cell receptor alpha variable 36/delta variable 7
NC_000014.9,22265749,22267173,TRAV37,plus,28645,T cell receptor alpha variable 37 (pseudogene)
NC_000014.9,22271971,22272563,TRAV38-1,plus,28644,T cell receptor alpha variable 38-1
NC_000014.9,22281151,22281748,TRAV38-2DV8,plus,28643,T cell receptor alpha variable 38-2/delta variable 8
NC_000014.9,22287069,22290733,LOC107984649,minus,107984649,uncharacterized LOC107984649
NC_000014.9,22304054,22304553,TRAV39,plus,28642,T cell receptor alpha variable 39
NC_000014.9,22314490,22314919,TRAV40,plus,28641,T cell receptor alpha variable 40
NC_000014.9,22320188,22320691,TRAV41,plus,28640,T cell receptor alpha variable 41
NC_000014.9,22332925,22333435,LOC100420343,minus,100420343,translin associated factor X pseudogene
NC_000014.9,22379405,22482959,TRD-AS1,minus,105370401,TRD antisense RNA 1
NC_000014.9,22422546,22466577,TRD,plus,6964,T cell receptor delta locus
NC_000014.9,22422546,22423042,TRDV2,plus,28517,T cell receptor delta variable 2
NC_000014.9,22438547,22438554,TRDD1,plus,28525,T cell receptor delta diversity 1
NC_000014.9,22439007,22439015,TRDD2,plus,28524,T cell receptor delta diversity 2
NC_000014.9,22449113,22449125,TRDD3,plus,28523,T cell receptor delta diversity 3
NC_000014.9,22450089,22450139,TRDJ1,plus,28522,T cell receptor delta joining 1
NC_000014.9,22455249,22455296,TRDJ4,plus,28519,T cell receptor delta joining 4
NC_000014.9,22456689,22456742,TRDJ2,plus,28521,T cell receptor delta joining 2
NC_000014.9,22459098,22459156,TRDJ3,plus,28520,T cell receptor delta joining 3
NC_000014.9,22462932,22466577,TRDC,plus,28526,T cell receptor delta constant
NC_000014.9,22469041,22469614,TRDV3,minus,28516,T cell receptor delta variable 3
NC_000014.9,22475316,22475375,TRAJ61,plus,28694,T cell receptor alpha joining 61 (non-functional)
NC_000014.9,22476306,22476362,TRAJ60,plus,28695,T cell receptor alpha joining 60 (pseudogene)
NC_000014.9,22476553,22476606,TRAJ59,plus,28696,T cell receptor alpha joining 59 (non-functional)
NC_000014.9,22477707,22477769,TRAJ58,plus,28697,T cell receptor alpha joining 58 (non-functional)
NC_000014.9,22478872,22478934,TRAJ57,plus,28698,T cell receptor alpha joining 57
NC_000014.9,22479521,22479582,TRAJ56,plus,28699,T cell receptor alpha joining 56
NC_000014.9,22481697,22481753,TRAJ55,plus,28700,T cell receptor alpha joining 55 (pseudogene)
NC_000014.9,22482287,22482346,TRAJ54,plus,28701,T cell receptor alpha joining 54
NC_000014.9,22483004,22483069,TRAJ53,plus,28702,T cell receptor alpha joining 53
NC_000014.9,22486228,22486296,TRAJ52,plus,28703,T cell receptor alpha joining 52
NC_000014.9,22487183,22487245,TRAJ51,plus,28704,T cell receptor alpha joining 51 (pseudogene)
NC_000014.9,22488593,22488652,TRAJ50,plus,28705,T cell receptor alpha joining 50
NC_000014.9,22489488,22489543,TRAJ49,plus,28706,T cell receptor alpha joining 49
NC_000014.9,22490491,22490553,TRAJ48,plus,28707,T cell receptor alpha joining 48
NC_000014.9,22492851,22492907,TRAJ47,plus,28708,T cell receptor alpha joining 47
NC_000014.9,22493403,22493465,TRAJ46,plus,28709,T cell receptor alpha joining 46
NC_000014.9,22493925,22493990,TRAJ45,plus,28710,T cell receptor alpha joining 45
NC_000014.9,22494821,22494883,TRAJ44,plus,28711,T cell receptor alpha joining 44
NC_000014.9,22495913,22495966,TRAJ43,plus,28712,T cell receptor alpha joining 43
NC_000014.9,22496887,22496952,TRAJ42,plus,28713,T cell receptor alpha joining 42
NC_000014.9,22497657,22497718,TRAJ41,plus,28714,T cell receptor alpha joining 41
