"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000011.10,2944437,2992329,NAP1L4,minus,4676,nucleosome assembly protein 1 like 4
NC_000011.10,2963771,2963893,SNORA54,minus,677833,"small nucleolar RNA, H/ACA box 54"
NC_000011.10,3000929,3057423,CARS1,minus,833,cysteinyl-tRNA synthetase 1
NC_000011.10,3029394,3041260,CARS1-AS1,plus,100852407,CARS1 antisense RNA 1
NC_000011.10,3048359,3048521,RNU1-91P,minus,106480179,"RNA, U1 small nuclear 91, pseudogene"
NC_000011.10,3058624,3066927,LOC124902615,plus,124902615,uncharacterized LOC124902615
NC_000011.10,3087107,3165310,OSBPL5,minus,114879,oxysterol binding protein like 5
NC_000011.10,3217944,3218813,MRGPRG,minus,386746,MAS related GPR family member G
NC_000011.10,3218332,3223131,MRGPRG-AS1,plus,283303,MRGPRG antisense RNA 1
NC_000011.10,3225030,3232417,MRGPRE,minus,116534,MAS related GPR family member E
NC_000011.10,3276053,3276591,NDUFA5P8,plus,103091863,NADH:ubiquinone oxidoreductase subunit A5 pseudogene 8
NC_000011.10,3321869,3322790,NDUFA5P1,plus,4699,NADH:ubiquinone oxidoreductase subunit A5 pseudogene 1
NC_000011.10,3349174,3349617,VN1R56P,minus,100312774,vomeronasal 1 receptor 56 pseudogene
NC_000011.10,3357927,3379146,ZNF195,minus,7748,zinc finger protein 195
NC_000011.10,3380961,3409148,TSSC2,plus,650368,tumor suppressing subtransferable candidate 2 (pseudogene)
NC_000011.10,3390707,3391915,OR7E12P,minus,10821,olfactory receptor family 7 subfamily E member 12 pseudogene
NC_000011.10,3408224,3422552,FAM86GP,minus,387745,"family with sequence similarity 86 member G, pseudogene"
NC_000011.10,3429758,3500621,ENPP7P15,minus,121832813,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 15
NC_000011.10,3473571,3477073,LOC105376526,minus,105376526,uncharacterized LOC105376526
NC_000011.10,3507980,3571987,LOC101927708,minus,101927708,uncharacterized LOC101927708
NC_000011.10,3511389,3520825,LOC107984301,plus,107984301,uncharacterized LOC107984301
NC_000011.10,3531385,3531645,SNRPCP5,plus,106480290,small nuclear ribonucleoprotein polypeptide C pseudogene 5
NC_000011.10,3549695,3550543,RPS3AP39,minus,730993,RPS3A pseudogene 39
NC_000011.10,3554620,3581532,LOC107987159,minus,107987159,serine/arginine-rich splicing factor SR45-like
NC_000011.10,3559512,3560024,RPS24P14,plus,100128423,ribosomal protein S24 pseudogene 14
NC_000011.10,3591277,3591615,VPS51P5,minus,127379704,VPS51 pseudogene 5
NC_000011.10,3599643,3600668,OR7E117P,minus,399857,olfactory receptor family 7 subfamily E member 117 pseudogene
NC_000011.10,3604186,3605929,LOC124902617,minus,124902617,uncharacterized LOC124902617
NC_000011.10,3610324,3614752,XNDC1CP,plus,115995503,"XRCC1 N-terminal domain containing 1, C-terminal like pseudogene"
NC_000011.10,3626460,3637559,TRPC2,plus,7221,transient receptor potential cation channel subfamily C member 2 (pseudogene)
NC_000011.10,3638512,3642379,ART5,minus,116969,ADP-ribosyltransferase 5
NC_000011.10,3645128,3664416,ART1,plus,417,ADP-ribosyltransferase 1
NC_000011.10,3665587,3671384,CHRNA10,minus,57053,cholinergic receptor nicotinic alpha 10 subunit
NC_000011.10,3675010,3797554,NUP98,minus,4928,nucleoporin 98 and 96 precursor
NC_000011.10,3692043,3692145,LOC124902832,plus,124902832,small nucleolar RNA U13
NC_000011.10,3714772,3714875,RNU6-1143P,minus,106480069,"RNA, U6 small nuclear 1143, pseudogene"
NC_000011.10,3781396,3781451,RNU7-50P,plus,100147837,"RNA, U7 small nuclear 50 pseudogene"
NC_000011.10,3797724,3826371,PGAP2,plus,27315,post-GPI attachment to proteins 2
NC_000011.10,3811165,3817402,LOC124902618,minus,124902618,uncharacterized LOC124902618
NC_000011.10,3826978,3840959,RHOG,minus,391,ras homolog family member G
NC_000011.10,3837277,3838275,LOC124902619,plus,124902619,uncharacterized LOC124902619
NC_000011.10,3854323,3855578,STIM1-AS1,minus,105376527,STIM1 antisense RNA 1
NC_000011.10,3854604,4093210,STIM1,plus,6786,stromal interaction molecule 1
NC_000011.10,3856062,3856141,MIR4687,plus,100616453,microRNA 4687
NC_000011.10,3892366,3893554,PPIAP40,minus,107984349,peptidylprolyl isomerase A pseudogene 40
NC_000011.10,3972699,3974293,HNRNPA1P76,minus,106480675,heterogeneous nuclear ribonucleoprotein A1 pseudogene 76
NC_000011.10,3988354,3989603,HMGN1P21,minus,728325,high mobility group nucleosome binding domain 1 pseudogene 21
NC_000011.10,4018948,4019118,RPS29P20,plus,100271587,ribosomal protein S29 pseudogene 20
NC_000011.10,4094685,4138932,RRM1,plus,6240,ribonucleotide reductase catalytic subunit M1
NC_000011.10,4146315,4147294,OR55B1P,minus,390030,olfactory receptor family 55 subfamily B member 1 pseudogene
NC_000011.10,4187152,4202653,LINC02749,plus,100506082,long intergenic non-protein coding RNA 2749
NC_000011.10,4210290,4212301,RDXP1,minus,643244,RDX pseudogene 1
NC_000011.10,4233217,4234287,SSU72L5,plus,196120,SSU72 like 5
NC_000011.10,4241641,4242706,SSU72L2,minus,390031,SSU72 like 2
NC_000011.10,4278697,4279292,SSU72P6,plus,643263,SSU72 pseudogene 6
NC_000011.10,4287084,4288185,SSU72L4,minus,441584,SSU72 like 4
NC_000011.10,4329790,4330864,SSU72L3,plus,143506,SSU72 like 3
NC_000011.10,4338245,4339345,SSU72L1,minus,390033,SSU72 like 1
NC_000011.10,4367263,4368386,OR52B4,minus,143496,olfactory receptor family 52 subfamily B member 4
NC_000011.10,4378282,4379224,OR52B3P,plus,387747,olfactory receptor family 52 subfamily B member 3 pseudogene
NC_000011.10,4384897,4393702,TRIM21,minus,6737,tripartite motif containing 21
NC_000011.10,4418060,4419008,OR51R1P,plus,390034,olfactory receptor family 51 subfamily R member 1 pseudogene
NC_000011.10,4431332,4432228,OR52P2P,minus,119775,olfactory receptor family 52 subfamily P member 2 pseudogene
NC_000011.10,4449295,4450361,OR52K2,plus,119774,olfactory receptor family 52 subfamily K member 2
NC_000011.10,4474810,4475756,OR52K3P,plus,390035,olfactory receptor family 52 subfamily K member 3 pseudogene
NC_000011.10,4482646,4493497,OR52K1,plus,390036,olfactory receptor family 52 subfamily K member 1
NC_000011.10,4514945,4515924,OR52M2P,minus,338637,olfactory receptor family 52 subfamily M member 2 pseudogene
NC_000011.10,4545191,4546144,OR52M1,plus,119772,olfactory receptor family 52 subfamily M member 1
NC_000011.10,4571423,4577820,C11orf40,minus,143501,chromosome 11 putative open reading frame 40
NC_000011.10,4581743,4593340,OR52I2,plus,143502,olfactory receptor family 52 subfamily I member 2
NC_000011.10,4594039,4595013,OR52I1,plus,390037,olfactory receptor family 52 subfamily I member 1
NC_000011.10,4598672,4608231,TRIM68,minus,55128,tripartite motif containing 68
NC_000011.10,4637477,4643060,OR51D1,plus,390038,olfactory receptor family 51 subfamily D member 1
NC_000011.10,4643982,4655488,OR51E1,plus,143503,olfactory receptor family 51 subfamily E member 1
NC_000011.10,4660831,4661729,OR51A9P,minus,390039,olfactory receptor family 51 subfamily A member 9 pseudogene
NC_000011.10,4666591,4672259,LOC105376528,plus,105376528,uncharacterized LOC105376528
NC_000011.10,4680171,4697853,OR51E2,minus,81285,olfactory receptor family 51 subfamily E member 2
NC_000011.10,4690423,4697853,OR51C1P,minus,401661,olfactory receptor family 51 subfamily C member 1 pseudogene
NC_000011.10,4704784,4992429,MMP26,plus,56547,matrix metallopeptidase 26
NC_000011.10,4709569,4710510,OR51F5P,plus,390040,olfactory receptor family 51 subfamily F member 5 pseudogene
NC_000011.10,4718612,4719559,OR51C4P,plus,390041,olfactory receptor family 51 subfamily C member 4 pseudogene
NC_000011.10,4722491,4724241,KRT8P49,minus,643447,keratin 8 pseudogene 49
NC_000011.10,4736177,4737077,OR51F3P,minus,390043,olfactory receptor family 51 subfamily F member 3 pseudogene
NC_000011.10,4752045,4752943,OR51F4P,minus,390044,olfactory receptor family 51 subfamily F member 4 pseudogene
NC_000011.10,4756645,4756797,LOC124900304,plus,124900304,small nucleolar RNA SNORA62/SNORA6 family
NC_000011.10,4768979,4769938,OR51F1,minus,256892,olfactory receptor family 51 subfamily F member 1
NC_000011.10,4786754,4787702,OR51N1P,plus,119696,olfactory receptor family 51 subfamily N member 1 pseudogene
NC_000011.10,4793768,4794261,OR52Y1P,minus,81240,olfactory receptor family 52 subfamily Y member 1 pseudogene
NC_000011.10,4803433,4804380,OR52R1,minus,119695,olfactory receptor family 52 subfamily R member 1
NC_000011.10,4821321,4822456,OR51F2,plus,119694,olfactory receptor family 51 subfamily F member 2
NC_000011.10,4832133,4833069,OR51A8P,plus,401662,olfactory receptor family 51 subfamily A member 8 pseudogene
NC_000011.10,4848237,4849208,OR51S1,minus,119692,olfactory receptor family 51 subfamily S member 1
NC_000011.10,4859617,4863652,OR51H1,minus,401663,olfactory receptor family 51 subfamily H member 1
NC_000011.10,4876557,4877503,OR51H2P,plus,401664,olfactory receptor family 51 subfamily H member 2 pseudogene
NC_000011.10,4881900,4882883,OR51T1,plus,401665,olfactory receptor family 51 subfamily T member 1
NC_000011.10,4889577,4890595,OR51A6P,minus,390046,olfactory receptor family 51 subfamily A member 6 pseudogene
NC_000011.10,4903783,4909462,OR51A7,plus,119687,olfactory receptor family 51 subfamily A member 7
NC_000011.10,4912588,4919350,OR51G2,minus,81282,olfactory receptor family 51 subfamily G member 2
NC_000011.10,4923374,4924339,OR51G1,minus,79324,olfactory receptor family 51 subfamily G member 1
NC_000011.10,4937338,4938294,OR51A3P,minus,79532,olfactory receptor family 51 subfamily A member 3 pseudogene
NC_000011.10,4942831,4947605,OR51A4,minus,401666,olfactory receptor family 51 subfamily A member 4
NC_000011.10,4954772,4955713,OR51A2,minus,401667,olfactory receptor family 51 subfamily A member 2
NC_000011.10,4972931,4973896,OR51A5P,minus,79525,olfactory receptor family 51 subfamily A member 5 pseudogene
NC_000011.10,4994851,5005536,OR51L1,plus,119682,olfactory receptor family 51 subfamily L member 1
NC_000011.10,5015030,5016181,OR51P1P,plus,79300,olfactory receptor family 51 subfamily P member 1 pseudogene
NC_000011.10,5036916,5038074,OR52J2P,plus,79529,olfactory receptor family 52 subfamily J member 2 pseudogene
NC_000011.10,5046526,5047461,OR52J3,plus,119679,olfactory receptor family 52 subfamily J member 3
NC_000011.10,5058650,5059627,OR52E2,minus,119678,olfactory receptor family 52 subfamily E member 2
NC_000011.10,5069572,5070497,OR52E1,plus,79296,olfactory receptor family 52 subfamily E member 1 (gene/pseudogene)
NC_000011.10,5076112,5077066,OR52S1P,minus,79521,olfactory receptor family 52 subfamily S member 1 pseudogene
NC_000011.10,5092676,5093650,OR52E3P,plus,79533,olfactory receptor family 52 subfamily E member 3 pseudogene
NC_000011.10,5104224,5105093,OR52J1P,plus,79302,olfactory receptor family 52 subfamily J member 1 pseudogene
NC_000011.10,5120664,5121578,OR52A4P,minus,390053,olfactory receptor family 52 subfamily A member 4 pseudogene
NC_000011.10,5128776,5138356,OR52A5,minus,390054,olfactory receptor family 52 subfamily A member 5
NC_000011.10,5146824,5154757,OR52A1,minus,23538,olfactory receptor family 52 subfamily A member 1
NC_000011.10,5170057,5171323,OR51A1P,minus,26537,olfactory receptor family 51 subfamily A member 1 pseudogene
NC_000011.10,5177714,5178664,OR52Z1P,minus,283110,olfactory receptor family 52 subfamily Z member 1 pseudogene
NC_000011.10,5199735,5200682,OR51V1,minus,283111,olfactory receptor family 51 subfamily V member 1
NC_000011.10,5225464,5227071,HBB,minus,3043,hemoglobin subunit beta
NC_000011.10,5232838,5234483,HBD,minus,3045,hemoglobin subunit delta
NC_000011.10,5241954,5243592,HBBP1,minus,3044,hemoglobin subunit beta pseudogene 1
NC_000011.10,5244554,5245546,BGLT3,minus,103344929,beta globin locus transcript 3
NC_000011.10,5248269,5249857,HBG1,minus,3047,hemoglobin subunit gamma 1
NC_000011.10,5253188,5254781,HBG2,minus,3048,hemoglobin subunit gamma 2
NC_000011.10,5268345,5269945,HBE1,minus,3046,hemoglobin subunit epsilon 1
NC_000011.10,5291467,5292351,OR51AB1P,minus,403265,olfactory receptor family 51 subfamily AB member 1 pseudogene
NC_000011.10,5301014,5301946,OR51B4,minus,79339,olfactory receptor family 51 subfamily B member 4
NC_000011.10,5314745,5315693,OR51B3P,minus,79342,olfactory receptor family 51 subfamily B member 3 pseudogene
NC_000011.10,5323359,5324297,OR51B2,minus,79345,olfactory receptor family 51 subfamily B member 2
NC_000011.10,5330588,5331345,OR51B8P,minus,403266,olfactory receptor family 51 subfamily B member 8 pseudogene
NC_000011.10,5340318,5505652,OR51B5,minus,282763,olfactory receptor family 51 subfamily B member 5
NC_000011.10,5351508,5352446,OR51B6,plus,390058,olfactory receptor family 51 subfamily B member 6
NC_000011.10,5354692,5355621,LOC100418885,plus,100418885,amphiphysin pseudogene
NC_000011.10,5362575,5362966,TMEM258P1,plus,100288935,TMEM258 pseudogene 1
NC_000011.10,5383812,5393263,OR51M1,plus,390059,olfactory receptor family 51 subfamily M member 1
NC_000011.10,5402597,5403547,OR51J1,plus,79470,olfactory receptor family 51 subfamily J member 1
NC_000011.10,5422111,5423206,OR51Q1,plus,390061,olfactory receptor family 51 subfamily Q member 1
NC_000011.10,5430656,5431602,OR51K1P,minus,81278,olfactory receptor family 51 subfamily K member 1 pseudogene
NC_000011.10,5440570,5441514,OR51I1,minus,390063,olfactory receptor family 51 subfamily I member 1
NC_000011.10,5449323,5456518,OR51I2,plus,390064,olfactory receptor family 51 subfamily I member 2
NC_000011.10,5468504,5469359,OR51A10P,minus,81295,olfactory receptor family 51 subfamily A member 10 pseudogene
NC_000011.10,5488685,5489749,OR52D1,plus,390066,olfactory receptor family 52 subfamily D member 1
NC_000011.10,5507300,5509957,UBQLN3,minus,50613,ubiquilin 3
NC_000011.10,5514393,5516699,UBQLNL,minus,143630,ubiquilin like
NC_000011.10,5518310,5521785,OLFM5P,minus,101927763,"olfactomedin family member 5, pseudogene"
NC_000011.10,5527223,5528126,OR52V1P,minus,81242,olfactory receptor family 52 subfamily V member 1 pseudogene
NC_000011.10,5544561,5548540,OR52H1,minus,390067,olfactory receptor family 52 subfamily H member 1
NC_000011.10,5551665,5552596,OR52H2P,minus,81261,olfactory receptor family 52 subfamily H member 2 pseudogene
NC_000011.10,5560967,5561911,OR52B5P,plus,81270,olfactory receptor family 52 subfamily B member 5 pseudogene
NC_000011.10,5566650,5567615,OR52T1P,minus,81244,olfactory receptor family 52 subfamily T member 1 pseudogene
